indexGQ,ageyrs,male
1,18,FALSE
3,18,TRUE
5,18,TRUE
20,18,FALSE
22,18,TRUE
24,18,TRUE
29,18,TRUE
0,19,TRUE
1,19,FALSE
3,19,TRUE
5,19,TRUE
8,19,TRUE
9,19,TRUE
12,19,TRUE
14,19,TRUE
16,19,TRUE
19,19,TRUE
21,19,TRUE
29,19,TRUE
30,19,TRUE
31,19,FALSE
1,20,TRUE
3,20,TRUE
3,20,TRUE
5,20,TRUE
5,20,TRUE
7,20,TRUE
10,20,FALSE
10,20,FALSE
10,20,FALSE
12,20,TRUE
12,20,TRUE
12,20,TRUE
20,20,TRUE
22,20,TRUE
25,20,TRUE
27,20,TRUE
27,20,TRUE
3,21,TRUE
3,21,TRUE
4,21,TRUE
14,21,TRUE
15,21,TRUE
20,21,FALSE
20,21,FALSE
20,21,TRUE
24,21,TRUE
25,21,TRUE
26,21,TRUE
27,21,TRUE
28,21,TRUE
29,21,TRUE
32,21,TRUE
1,22,TRUE
5,22,TRUE
8,22,TRUE
9,22,TRUE
11,22,TRUE
12,22,TRUE
14,22,TRUE
17,22,TRUE
19,22,TRUE
19,22,TRUE
19,22,TRUE
20,22,FALSE
22,22,TRUE
22,22,TRUE
31,22,TRUE
33,22,TRUE
2,23,TRUE
6,23,TRUE
7,23,TRUE
7,23,TRUE
10,23,TRUE
10,23,TRUE
21,23,TRUE
25,23,TRUE
25,23,TRUE
27,23,TRUE
27,23,TRUE
28,23,TRUE
31,23,FALSE
7,24,TRUE
7,24,TRUE
8,24,TRUE
12,24,TRUE
15,24,TRUE
18,24,FALSE
18,24,TRUE
18,24,TRUE
21,24,TRUE
23,24,TRUE
24,24,TRUE
29,24,TRUE
30,24,TRUE
31,24,FALSE
0,25,TRUE
8,25,TRUE
8,25,TRUE
11,25,TRUE
13,25,TRUE
15,25,TRUE
16,25,TRUE
17,25,TRUE
18,25,TRUE
18,25,TRUE
20,25,TRUE
24,25,TRUE
26,25,TRUE
29,25,TRUE
30,25,TRUE
31,25,TRUE
33,25,TRUE
33,25,TRUE
33,25,TRUE
1,26,FALSE
1,26,TRUE
3,26,TRUE
3,26,TRUE
4,26,TRUE
6,26,TRUE
7,26,TRUE
10,26,FALSE
10,26,TRUE
11,26,TRUE
11,26,TRUE
12,26,TRUE
12,26,TRUE
14,26,TRUE
15,26,TRUE
18,26,FALSE
23,26,TRUE
29,26,TRUE
30,26,TRUE
0,27,TRUE
7,27,TRUE
8,27,TRUE
10,27,FALSE
10,27,TRUE
14,27,TRUE
16,27,TRUE
18,27,FALSE
22,27,TRUE
22,27,TRUE
24,27,TRUE
27,27,TRUE
27,27,TRUE
28,27,TRUE
30,27,TRUE
31,27,TRUE
1,28,FALSE
2,28,TRUE
3,28,TRUE
6,28,TRUE
7,28,TRUE
8,28,TRUE
10,28,FALSE
10,28,TRUE
11,28,TRUE
13,28,TRUE
16,28,TRUE
20,28,FALSE
20,28,FALSE
21,28,TRUE
22,28,TRUE
24,28,TRUE
24,28,TRUE
1,29,FALSE
1,29,TRUE
2,29,TRUE
5,29,TRUE
5,29,TRUE
7,29,TRUE
8,29,TRUE
9,29,TRUE
10,29,FALSE
14,29,TRUE
15,29,TRUE
15,29,TRUE
20,29,TRUE
20,29,TRUE
20,29,TRUE
21,29,TRUE
22,29,TRUE
24,29,TRUE
24,29,TRUE
24,29,TRUE
27,29,TRUE
32,29,TRUE
1,30,FALSE
1,30,TRUE
2,30,TRUE
4,30,TRUE
6,30,TRUE
9,30,TRUE
9,30,TRUE
12,30,TRUE
12,30,TRUE
13,30,TRUE
15,30,TRUE
15,30,TRUE
18,30,TRUE
18,30,TRUE
20,30,TRUE
22,30,TRUE
25,30,TRUE
26,30,TRUE
28,30,TRUE
28,30,TRUE
31,30,FALSE
32,30,TRUE
0,31,TRUE
0,31,TRUE
1,31,TRUE
2,31,TRUE
4,31,TRUE
8,31,TRUE
10,31,FALSE
12,31,TRUE
13,31,TRUE
13,31,TRUE
13,31,TRUE
13,31,TRUE
15,31,TRUE
16,31,TRUE
20,31,FALSE
21,31,TRUE
24,31,TRUE
26,31,TRUE
27,31,TRUE
28,31,TRUE
30,31,TRUE
30,31,TRUE
30,31,TRUE
2,32,TRUE
5,32,TRUE
9,32,TRUE
9,32,TRUE
9,32,TRUE
10,32,FALSE
10,32,TRUE
10,32,TRUE
14,32,TRUE
15,32,TRUE
18,32,TRUE
18,32,TRUE
19,32,TRUE
20,32,FALSE
21,32,TRUE
21,32,TRUE
21,32,TRUE
24,32,TRUE
25,32,TRUE
26,32,TRUE
28,32,TRUE
28,32,TRUE
28,32,TRUE
29,32,TRUE
31,32,FALSE
31,32,FALSE
33,32,TRUE
33,32,TRUE
33,32,TRUE
33,32,TRUE
1,33,FALSE
1,33,TRUE
5,33,TRUE
5,33,TRUE
6,33,TRUE
6,33,TRUE
7,33,TRUE
11,33,TRUE
12,33,TRUE
12,33,TRUE
13,33,TRUE
16,33,TRUE
16,33,TRUE
17,33,TRUE
18,33,FALSE
18,33,TRUE
28,33,TRUE
31,33,FALSE
33,33,TRUE
3,34,TRUE
3,34,TRUE
4,34,TRUE
5,34,TRUE
6,34,TRUE
6,34,TRUE
10,34,FALSE
11,34,TRUE
12,34,TRUE
14,34,TRUE
14,34,TRUE
19,34,TRUE
20,34,FALSE
20,34,FALSE
20,34,TRUE
23,34,TRUE
24,34,TRUE
29,34,TRUE
32,34,TRUE
0,35,TRUE
1,35,FALSE
3,35,TRUE
4,35,TRUE
7,35,TRUE
10,35,TRUE
17,35,TRUE
20,35,TRUE
23,35,TRUE
25,35,TRUE
29,35,TRUE
31,35,FALSE
31,35,FALSE
32,35,TRUE
0,36,TRUE
2,36,TRUE
3,36,TRUE
4,36,TRUE
4,36,TRUE
5,36,TRUE
8,36,TRUE
10,36,FALSE
10,36,TRUE
15,36,TRUE
17,36,TRUE
22,36,TRUE
23,36,TRUE
26,36,TRUE
26,36,TRUE
27,36,TRUE
29,36,TRUE
30,36,TRUE
32,36,TRUE
1,37,FALSE
1,37,TRUE
2,37,TRUE
9,37,TRUE
11,37,TRUE
20,37,TRUE
21,37,TRUE
22,37,TRUE
24,37,TRUE
25,37,TRUE
25,37,TRUE
25,37,TRUE
26,37,TRUE
29,37,TRUE
0,38,TRUE
0,38,TRUE
2,38,TRUE
4,38,TRUE
4,38,TRUE
4,38,TRUE
6,38,TRUE
11,38,TRUE
12,38,TRUE
15,38,TRUE
16,38,TRUE
20,38,FALSE
22,38,TRUE
23,38,TRUE
24,38,TRUE
25,38,TRUE
26,38,TRUE
26,38,TRUE
29,38,TRUE
