indexHome,ageyrs,male,indexSchool
147,0,FALSE,3
373,0,TRUE,4
385,0,FALSE,4
462,0,TRUE,4
604,0,FALSE,4
689,0,TRUE,4
800,0,FALSE,5
802,0,TRUE,5
804,0,FALSE,5
843,0,FALSE,5
986,0,FALSE,5
998,0,FALSE,5
1074,0,TRUE,7
1079,0,FALSE,7
1344,0,FALSE,7
1471,0,FALSE,7
1494,0,TRUE,10
1495,0,FALSE,10
1562,0,FALSE,10
1657,0,TRUE,10
1661,0,FALSE,10
2052,0,FALSE,12
2147,0,TRUE,12
2536,0,TRUE,14
2585,0,FALSE,14
2656,0,FALSE,16
2689,0,FALSE,16
2917,0,TRUE,16
3291,0,TRUE,18
3310,0,TRUE,18
4015,0,TRUE,22
4105,0,FALSE,22
4206,0,FALSE,22
4410,0,TRUE,24
4656,0,TRUE,24
4762,0,FALSE,27
4938,0,TRUE,27
5104,0,TRUE,27
5283,0,TRUE,27
5516,0,TRUE,28
5598,0,TRUE,28
5912,0,TRUE,32
6028,0,TRUE,32
6236,0,TRUE,32
6359,0,FALSE,34
6388,0,FALSE,34
6525,0,TRUE,34
6603,0,TRUE,34
6716,0,TRUE,35
7053,0,FALSE,38
7185,0,FALSE,38
7256,0,FALSE,38
7289,0,FALSE,38
7676,0,TRUE,40
7731,0,TRUE,40
7771,0,TRUE,40
7775,0,TRUE,40
7843,0,FALSE,42
8265,0,TRUE,42
8267,0,TRUE,42
8291,0,TRUE,42
8307,0,TRUE,44
8363,0,TRUE,44
8410,0,FALSE,44
8410,0,FALSE,44
8551,0,FALSE,44
8579,0,TRUE,44
8736,0,TRUE,47
8825,0,TRUE,47
8885,0,FALSE,47
8994,0,TRUE,47
9012,0,TRUE,47
9046,0,TRUE,48
9134,0,FALSE,48
9306,0,TRUE,48
9334,0,TRUE,48
9341,0,TRUE,48
9651,0,FALSE,51
9938,0,TRUE,52
10566,0,FALSE,55
10868,0,FALSE,55
10886,0,TRUE,55
11241,0,FALSE,57
11396,0,FALSE,57
11764,0,FALSE,61
11779,0,FALSE,61
11883,0,FALSE,61
12243,0,TRUE,62
12249,0,TRUE,62
12263,0,TRUE,62
12298,0,FALSE,62
12376,0,TRUE,62
12564,0,TRUE,64
12610,0,FALSE,64
12669,0,FALSE,64
12773,0,FALSE,64
12861,0,TRUE,64
13036,0,FALSE,67
13058,0,TRUE,67
13523,0,FALSE,69
13540,0,TRUE,69
13616,0,TRUE,69
13706,0,FALSE,69
13736,0,FALSE,71
13804,0,TRUE,71
13818,0,FALSE,71
13964,0,FALSE,71
14072,0,TRUE,73
14130,0,FALSE,73
14209,0,TRUE,73
14407,0,FALSE,73
14948,0,FALSE,77
15070,0,TRUE,77
15246,0,TRUE,77
15395,0,TRUE,80
15763,0,TRUE,80
15914,0,TRUE,82
15959,0,TRUE,82
16085,0,TRUE,82
16144,0,TRUE,82
16942,0,FALSE,86
17033,0,TRUE,89
17208,0,FALSE,89
17248,0,FALSE,89
17633,0,FALSE,91
17721,0,FALSE,91
17797,0,TRUE,91
17857,0,FALSE,93
18000,0,FALSE,93
18688,0,FALSE,98
18771,0,FALSE,98
18783,0,TRUE,98
18839,0,TRUE,98
18913,0,TRUE,98
18922,0,FALSE,98
18936,0,TRUE,98
19005,0,TRUE,99
19023,0,TRUE,99
19371,0,FALSE,101
19553,0,TRUE,101
19732,0,TRUE,101
19762,0,FALSE,102
19966,0,FALSE,102
20029,0,FALSE,102
20319,0,TRUE,106
20414,0,FALSE,106
20499,0,FALSE,106
20556,0,TRUE,106
20559,0,FALSE,107
20609,0,TRUE,107
20649,0,TRUE,107
20778,0,FALSE,107
21016,0,TRUE,109
21031,0,TRUE,109
206,1,TRUE,3
249,1,FALSE,3
359,1,FALSE,4
557,1,TRUE,4
627,1,FALSE,4
765,1,FALSE,4
1036,1,FALSE,5
1065,1,FALSE,5
1144,1,TRUE,7
1600,1,TRUE,10
1673,1,TRUE,10
1811,1,FALSE,10
1839,1,FALSE,12
1908,1,FALSE,12
2151,1,FALSE,12
2170,1,FALSE,12
2275,1,FALSE,14
2456,1,FALSE,14
2491,1,TRUE,14
2517,1,FALSE,14
2710,1,TRUE,16
2948,1,FALSE,16
2972,1,FALSE,16
3305,1,TRUE,18
3321,1,TRUE,18
3380,1,TRUE,19
3391,1,FALSE,19
3478,1,TRUE,19
3667,1,TRUE,19
3717,1,TRUE,19
3855,1,TRUE,22
3931,1,TRUE,22
3973,1,FALSE,22
4010,1,TRUE,22
4073,1,TRUE,22
4371,1,TRUE,24
4464,1,FALSE,24
4488,1,TRUE,24
4758,1,TRUE,27
4804,1,FALSE,27
4873,1,FALSE,27
5039,1,TRUE,27
5216,1,TRUE,27
5234,1,FALSE,27
5349,1,FALSE,28
5469,1,FALSE,28
5719,1,FALSE,28
5738,1,TRUE,28
5758,1,FALSE,32
5924,1,FALSE,32
6254,1,FALSE,32
6488,1,TRUE,34
6501,1,TRUE,34
6530,1,TRUE,34
6598,1,FALSE,34
6752,1,TRUE,35
6761,1,FALSE,35
6833,1,TRUE,35
7002,1,TRUE,35
7011,1,TRUE,35
7028,1,FALSE,38
7031,1,FALSE,38
7265,1,TRUE,38
7491,1,FALSE,40
7563,1,FALSE,40
7734,1,FALSE,40
7740,1,FALSE,40
7859,1,TRUE,42
8016,1,FALSE,42
8150,1,TRUE,42
8399,1,TRUE,44
8625,1,FALSE,44
8657,1,FALSE,47
8668,1,FALSE,47
8709,1,TRUE,47
8830,1,FALSE,47
8857,1,TRUE,47
8984,1,FALSE,47
9033,1,FALSE,48
9095,1,FALSE,48
9374,1,TRUE,48
9507,1,FALSE,51
9542,1,FALSE,51
9724,1,TRUE,51
9875,1,TRUE,52
10233,1,TRUE,52
10325,1,FALSE,52
10444,1,FALSE,55
10742,1,TRUE,55
10792,1,FALSE,55
11075,1,FALSE,57
11412,1,FALSE,57
11646,1,TRUE,61
11735,1,TRUE,61
12069,1,TRUE,62
12128,1,TRUE,62
12533,1,TRUE,64
12685,1,FALSE,64
12864,1,TRUE,64
12887,1,FALSE,64
12916,1,TRUE,67
13016,1,TRUE,67
13022,1,TRUE,67
13104,1,FALSE,67
13144,1,TRUE,67
13304,1,TRUE,67
13433,1,FALSE,69
13488,1,TRUE,69
13514,1,FALSE,69
13656,1,FALSE,69
13718,1,FALSE,71
13734,1,TRUE,71
13963,1,TRUE,71
14114,1,FALSE,73
14227,1,TRUE,73
14291,1,FALSE,73
14298,1,TRUE,73
14335,1,TRUE,73
14445,1,FALSE,75
14549,1,TRUE,75
14760,1,FALSE,75
14867,1,TRUE,77
14882,1,FALSE,77
15102,1,FALSE,77
15130,1,FALSE,77
15267,1,TRUE,77
15340,1,TRUE,80
15496,1,TRUE,80
15557,1,TRUE,80
15589,1,TRUE,80
15614,1,FALSE,80
15634,1,FALSE,80
15678,1,FALSE,80
15767,1,TRUE,80
16016,1,FALSE,82
16070,1,TRUE,82
16209,1,TRUE,84
16268,1,FALSE,84
16297,1,FALSE,84
16656,1,FALSE,86
16890,1,TRUE,86
16901,1,FALSE,86
16912,1,FALSE,86
16946,1,FALSE,86
17109,1,TRUE,89
17291,1,TRUE,89
17350,1,TRUE,89
17499,1,FALSE,91
17656,1,TRUE,91
17692,1,FALSE,91
17791,1,FALSE,91
18320,1,TRUE,93
18327,1,TRUE,95
18378,1,FALSE,95
18463,1,FALSE,95
18669,1,FALSE,95
18829,1,TRUE,98
18971,1,TRUE,98
19053,1,FALSE,99
19085,1,FALSE,99
19186,1,FALSE,99
19234,1,FALSE,99
19305,1,FALSE,99
19339,1,TRUE,99
19643,1,TRUE,101
19698,1,TRUE,101
19920,1,TRUE,102
19933,1,TRUE,102
20102,1,TRUE,102
20170,1,FALSE,106
20217,1,FALSE,106
20403,1,TRUE,106
20504,1,TRUE,106
20556,1,FALSE,106
20603,1,FALSE,107
20618,1,TRUE,107
20668,1,TRUE,107
20805,1,FALSE,107
20917,1,FALSE,109
20925,1,FALSE,109
20935,1,TRUE,109
7,2,TRUE,3
77,2,FALSE,3
99,2,FALSE,3
155,2,FALSE,3
533,2,FALSE,4
779,2,FALSE,4
781,2,TRUE,4
790,2,FALSE,4
838,2,TRUE,5
964,2,TRUE,5
1019,2,TRUE,5
1118,2,TRUE,7
1139,2,TRUE,7
1163,2,TRUE,7
1413,2,FALSE,7
1420,2,TRUE,7
