indexHome,ageyrs,male,indexSchool,indexBus,indexNH,indexGQ
51,18,TRUE,-1,14,-1,-1
59,18,TRUE,-1,531,-1,-1
84,18,TRUE,-1,-1,-1,-1
103,18,TRUE,-1,94,-1,-1
158,18,FALSE,-1,-1,-1,-1
195,18,FALSE,-1,-1,-1,-1
203,18,TRUE,-1,414,-1,-1
205,18,FALSE,-1,617,-1,-1
211,18,TRUE,-1,-1,-1,-1
230,18,FALSE,-1,-1,-1,-1
259,18,FALSE,-1,-1,-1,-1
278,18,TRUE,-1,-1,-1,-1
346,18,FALSE,-1,-1,-1,-1
350,18,FALSE,-1,-1,-1,-1
376,18,FALSE,-1,825,-1,-1
423,18,TRUE,-1,-1,-1,-1
443,18,FALSE,-1,64,-1,-1
524,18,FALSE,-1,-1,-1,-1
535,18,FALSE,-1,-1,-1,-1
538,18,TRUE,-1,450,-1,-1
560,18,TRUE,-1,-1,-1,-1
602,18,TRUE,-1,-1,-1,-1
607,18,FALSE,-1,813,-1,-1
729,18,TRUE,-1,-1,-1,-1
738,18,FALSE,-1,279,-1,-1
770,18,TRUE,-1,892,-1,-1
842,18,TRUE,-1,-1,-1,-1
862,18,TRUE,-1,66,-1,-1
928,18,FALSE,-1,-1,-1,-1
964,18,TRUE,-1,653,-1,-1
1178,18,TRUE,-1,-1,-1,-1
1298,18,TRUE,-1,-1,-1,-1
1302,18,FALSE,-1,-1,-1,-1
1310,18,TRUE,-1,-1,-1,-1
1348,18,TRUE,-1,669,-1,-1
1362,18,TRUE,-1,697,-1,-1
1369,18,TRUE,-1,-1,-1,-1
1435,18,FALSE,-1,-1,-1,-1
1438,18,TRUE,-1,-1,-1,-1
1476,18,FALSE,-1,523,-1,-1
1491,18,FALSE,-1,-1,-1,-1
1526,18,TRUE,-1,-1,-1,-1
1584,18,FALSE,-1,-1,-1,-1
1745,18,FALSE,-1,-1,-1,-1
1746,18,FALSE,-1,581,-1,-1
1819,18,FALSE,-1,-1,-1,-1
1938,18,TRUE,-1,659,-1,-1
2026,18,TRUE,-1,285,-1,-1
2079,18,TRUE,-1,-1,-1,-1
2113,18,FALSE,-1,-1,-1,-1
2128,18,TRUE,-1,-1,-1,-1
2170,18,TRUE,-1,-1,-1,-1
2186,18,FALSE,-1,220,-1,-1
2248,18,FALSE,-1,-1,-1,-1
2299,18,FALSE,-1,549,-1,-1
2367,18,FALSE,-1,-1,-1,-1
2370,18,TRUE,-1,262,-1,-1
2426,18,TRUE,-1,369,-1,-1
2445,18,FALSE,-1,-1,-1,-1
2471,18,TRUE,-1,-1,-1,-1
2538,18,FALSE,-1,-1,-1,-1
2556,18,FALSE,-1,-1,-1,-1
2584,18,FALSE,-1,401,-1,-1
2631,18,FALSE,-1,-1,-1,-1
2695,18,TRUE,-1,-1,-1,-1
2710,18,FALSE,-1,-1,-1,-1
2720,18,TRUE,-1,-1,-1,-1
2827,18,FALSE,-1,-1,-1,-1
2827,18,FALSE,-1,-1,-1,-1
2843,18,FALSE,-1,-1,-1,-1
2871,18,TRUE,-1,745,-1,-1
2927,18,FALSE,-1,671,-1,-1
2940,18,FALSE,-1,659,-1,-1
2959,18,TRUE,-1,-1,-1,-1
2977,18,TRUE,-1,-1,-1,-1
2989,18,FALSE,-1,-1,-1,-1
3009,18,TRUE,-1,-1,-1,-1
3027,18,TRUE,-1,-1,-1,-1
3035,18,FALSE,-1,210,-1,-1
3059,18,FALSE,-1,-1,-1,-1
3089,18,FALSE,-1,-1,-1,-1
3109,18,FALSE,-1,-1,-1,-1
3135,18,FALSE,-1,-1,-1,-1
3144,18,TRUE,-1,-1,-1,-1
3162,18,FALSE,-1,777,-1,-1
3185,18,FALSE,-1,-1,-1,-1
3220,18,TRUE,-1,-1,-1,-1
3322,18,TRUE,-1,-1,-1,-1
3347,18,FALSE,-1,-1,-1,-1
3421,18,FALSE,-1,-1,-1,-1
3452,18,FALSE,-1,-1,-1,-1
3511,18,TRUE,-1,-1,-1,-1
3561,18,FALSE,-1,-1,-1,-1
3634,18,FALSE,-1,-1,-1,-1
3635,18,FALSE,-1,808,-1,-1
3649,18,TRUE,-1,735,-1,-1
3651,18,FALSE,-1,-1,-1,-1
3773,18,FALSE,-1,-1,-1,-1
3809,18,FALSE,-1,-1,-1,-1
3856,18,FALSE,-1,-1,-1,-1
3865,18,FALSE,-1,-1,-1,-1
3915,18,FALSE,-1,531,-1,-1
3952,18,TRUE,-1,-1,-1,-1
4070,18,FALSE,-1,-1,-1,-1
4256,18,TRUE,-1,460,-1,-1
4294,18,TRUE,-1,-1,-1,-1
4295,18,TRUE,-1,-1,-1,-1
4315,18,TRUE,-1,-1,-1,-1
4359,18,TRUE,-1,-1,-1,-1
4376,18,FALSE,-1,-1,-1,-1
4394,18,FALSE,-1,-1,-1,-1
4461,18,TRUE,-1,316,-1,-1
4476,18,FALSE,-1,81,-1,-1
4535,18,TRUE,-1,-1,-1,-1
4536,18,FALSE,-1,-1,-1,-1
4560,18,FALSE,-1,-1,-1,-1
4655,18,TRUE,-1,902,-1,-1
4663,18,TRUE,-1,-1,-1,-1
4664,18,TRUE,-1,-1,-1,-1
4683,18,TRUE,-1,-1,-1,-1
4741,18,FALSE,-1,584,-1,-1
4784,18,TRUE,-1,-1,-1,-1
4884,18,FALSE,-1,-1,-1,-1
4903,18,TRUE,-1,-1,-1,-1
4907,18,TRUE,-1,-1,-1,-1
4916,18,TRUE,-1,905,-1,-1
4939,18,FALSE,-1,796,-1,-1
4984,18,TRUE,-1,528,-1,-1
4997,18,FALSE,-1,-1,-1,-1
5125,18,FALSE,-1,-1,-1,-1
5213,18,TRUE,-1,-1,-1,-1
5306,18,FALSE,-1,655,-1,-1
5401,18,FALSE,-1,264,-1,-1
5403,18,FALSE,-1,-1,-1,-1
5479,18,TRUE,-1,-1,-1,-1
5564,18,TRUE,-1,-1,-1,-1
5611,18,FALSE,-1,-1,-1,-1
5753,18,FALSE,-1,-1,-1,-1
5757,18,FALSE,-1,-1,-1,-1
5802,18,FALSE,15,470,-1,-1
5837,18,FALSE,-1,418,-1,-1
5864,18,TRUE,-1,-1,-1,-1
5930,18,FALSE,-1,-1,-1,-1
5945,18,FALSE,-1,-1,-1,-1
5986,18,TRUE,-1,-1,-1,-1
6021,18,FALSE,-1,-1,-1,-1
6054,18,TRUE,-1,-1,-1,-1
6133,18,FALSE,-1,-1,-1,-1
6178,18,TRUE,-1,-1,-1,-1
6245,18,TRUE,-1,-1,-1,-1
6249,18,FALSE,-1,-1,-1,-1
6280,18,TRUE,-1,-1,-1,-1
6288,18,FALSE,-1,-1,-1,-1
6317,18,TRUE,-1,-1,-1,-1
6360,18,FALSE,-1,-1,-1,-1
6380,18,FALSE,-1,-1,-1,-1
6424,18,TRUE,-1,-1,-1,-1
6467,18,TRUE,-1,-1,-1,-1
6498,18,FALSE,-1,-1,-1,-1
6540,18,TRUE,-1,851,-1,-1
6542,18,TRUE,-1,48,-1,-1
6552,18,TRUE,-1,-1,-1,-1
6559,18,TRUE,-1,456,-1,-1
6631,18,TRUE,-1,-1,-1,-1
6636,18,TRUE,-1,-1,-1,-1
6659,18,TRUE,-1,-1,-1,-1
6676,18,TRUE,-1,-1,-1,-1
6710,18,TRUE,-1,-1,-1,-1
6794,18,FALSE,-1,360,-1,-1
6828,18,FALSE,-1,-1,-1,-1
6871,18,TRUE,-1,-1,-1,-1
6876,18,TRUE,-1,-1,-1,-1
6905,18,FALSE,-1,-1,-1,-1
6970,18,FALSE,-1,-1,-1,-1
7007,18,TRUE,-1,732,-1,-1
7168,18,FALSE,-1,595,-1,-1
7173,18,FALSE,-1,-1,-1,-1
7186,18,TRUE,-1,-1,-1,-1
7235,18,TRUE,-1,-1,-1,-1
7313,18,FALSE,-1,-1,-1,-1
7323,18,FALSE,-1,-1,-1,-1
7346,18,FALSE,-1,-1,-1,-1
7351,18,TRUE,-1,779,-1,-1
7366,18,FALSE,-1,-1,-1,-1
7381,18,TRUE,-1,51,-1,-1
7459,18,TRUE,-1,-1,-1,-1
7470,18,TRUE,-1,-1,-1,-1
7545,18,FALSE,-1,-1,-1,-1
7671,18,TRUE,-1,-1,-1,-1
7720,18,TRUE,-1,692,-1,-1
7799,18,TRUE,-1,-1,-1,-1
7868,18,TRUE,-1,761,-1,-1
7869,18,TRUE,-1,-1,-1,-1
7876,18,TRUE,-1,-1,-1,-1
7942,18,TRUE,-1,-1,-1,-1
8047,18,TRUE,-1,545,-1,-1
8252,18,FALSE,-1,-1,-1,-1
8339,18,FALSE,-1,-1,-1,-1
8446,18,TRUE,-1,-1,-1,-1
8455,18,FALSE,-1,-1,-1,-1
8511,18,TRUE,-1,-1,-1,-1
8519,18,TRUE,-1,-1,-1,-1
8525,18,FALSE,-1,-1,-1,-1
8542,18,FALSE,-1,-1,-1,-1
8596,18,TRUE,-1,-1,-1,-1
8655,18,FALSE,-1,670,-1,-1
8696,18,FALSE,-1,-1,-1,-1
8762,18,TRUE,-1,-1,-1,-1
8777,18,TRUE,-1,147,-1,-1
8813,18,TRUE,-1,-1,-1,-1
8826,18,TRUE,-1,-1,-1,-1
8874,18,TRUE,-1,416,-1,-1
8876,18,FALSE,-1,-1,-1,-1
8886,18,TRUE,-1,-1,-1,-1
8920,18,FALSE,-1,-1,-1,-1
8956,18,TRUE,-1,-1,-1,-1
9131,18,TRUE,-1,689,-1,-1
9235,18,TRUE,-1,-1,-1,-1
9405,18,FALSE,-1,884,-1,-1
9410,18,FALSE,-1,-1,-1,-1
9444,18,FALSE,-1,622,-1,-1
9490,18,FALSE,-1,12,-1,-1
9508,18,TRUE,-1,-1,-1,-1
9575,18,TRUE,-1,779,-1,-1
9592,18,FALSE,-1,-1,-1,-1
9601,18,TRUE,-1,821,-1,-1
9614,18,FALSE,-1,-1,-1,-1
9623,18,FALSE,-1,-1,-1,-1
9675,18,FALSE,-1,-1,-1,-1
9695,18,TRUE,-1,864,-1,-1
9697,18,TRUE,-1,-1,-1,-1
9714,18,FALSE,-1,655,-1,-1
9786,18,FALSE,-1,-1,-1,-1
9788,18,TRUE,-1,550,-1,-1
9812,18,TRUE,-1,241,-1,-1
9823,18,FALSE,-1,-1,-1,-1
9875,18,FALSE,-1,195,-1,-1
9931,18,FALSE,-1,-1,-1,-1
9982,18,FALSE,-1,-1,-1,-1
10134,18,FALSE,-1,516,-1,-1
10158,18,TRUE,-1,-1,-1,-1
10166,18,TRUE,-1,272,-1,-1
10266,18,TRUE,-1,-1,-1,-1
10327,18,FALSE,53,-1,-1,-1
