indexHome,ageyrs,male,indexSchool
48,0,FALSE,3
50,0,TRUE,3
62,0,FALSE,3
80,0,FALSE,3
222,0,FALSE,3
396,0,FALSE,3
420,0,TRUE,4
435,0,TRUE,4
629,0,FALSE,4
646,0,FALSE,4
738,0,FALSE,4
796,0,TRUE,5
824,0,TRUE,5
922,0,FALSE,5
975,0,FALSE,5
1111,0,TRUE,7
1366,0,TRUE,9
1602,0,TRUE,9
1934,0,TRUE,12
1956,0,TRUE,12
1982,0,TRUE,12
2261,0,TRUE,13
2381,0,FALSE,13
2551,0,TRUE,15
2568,0,FALSE,15
2725,0,TRUE,15
2769,0,FALSE,15
2857,0,TRUE,15
3102,0,TRUE,17
3277,0,TRUE,17
3482,0,TRUE,21
3565,0,TRUE,21
3586,0,TRUE,21
3786,0,FALSE,22
3919,0,FALSE,22
4066,0,FALSE,22
4384,0,FALSE,24
4430,0,FALSE,24
4472,0,TRUE,24
4529,0,FALSE,24
4554,0,TRUE,24
4554,0,TRUE,24
4786,0,TRUE,26
5030,0,TRUE,26
5147,0,FALSE,26
5217,0,FALSE,29
5810,0,FALSE,32
6020,0,FALSE,32
6082,0,TRUE,34
6114,0,FALSE,34
6693,0,TRUE,35
6734,0,TRUE,35
6748,0,FALSE,35
6776,0,FALSE,35
6860,0,TRUE,35
6891,0,TRUE,38
6936,0,TRUE,38
7043,0,TRUE,38
7098,0,FALSE,38
7165,0,TRUE,38
7238,0,TRUE,39
7261,0,TRUE,39
7264,0,FALSE,39
7267,0,FALSE,39
7427,0,FALSE,39
7511,0,FALSE,39
7526,0,TRUE,39
7645,0,TRUE,43
7681,0,FALSE,43
7685,0,TRUE,43
7847,0,FALSE,43
8046,0,TRUE,44
8127,0,TRUE,44
8470,0,TRUE,46
8506,0,FALSE,46
8548,0,TRUE,46
8993,0,TRUE,47
9050,0,TRUE,47
9122,0,TRUE,49
9123,0,TRUE,49
9174,0,FALSE,49
9333,0,TRUE,49
9452,0,FALSE,52
9484,0,FALSE,52
9761,0,TRUE,52
9837,0,TRUE,53
9837,0,FALSE,53
10138,0,FALSE,56
10142,0,TRUE,56
10264,0,FALSE,56
10508,0,TRUE,56
10553,0,FALSE,57
10905,0,FALSE,57
10993,0,FALSE,57
11030,0,FALSE,60
11033,0,TRUE,60
11228,0,FALSE,60
11292,0,TRUE,60
11377,0,TRUE,60
11933,0,TRUE,62
11997,0,FALSE,62
12010,0,TRUE,62
12041,0,FALSE,64
12044,0,FALSE,64
12209,0,FALSE,64
12225,0,TRUE,64
12283,0,FALSE,64
12288,0,TRUE,64
12395,0,TRUE,64
12495,0,TRUE,66
12533,0,FALSE,66
12534,0,FALSE,66
12582,0,TRUE,66
12745,0,TRUE,66
12852,0,TRUE,69
12963,0,TRUE,69
13059,0,FALSE,69
13077,0,TRUE,69
13079,0,FALSE,70
13256,0,TRUE,70
13288,0,FALSE,70
13355,0,FALSE,72
13627,0,FALSE,72
13672,0,TRUE,72
13680,0,TRUE,74
13709,0,FALSE,74
13722,0,FALSE,74
13740,0,FALSE,74
14088,0,FALSE,76
14298,0,TRUE,76
14464,0,FALSE,76
14678,0,FALSE,78
15174,0,FALSE,80
15295,0,TRUE,82
15295,0,TRUE,82
15377,0,TRUE,82
15402,0,FALSE,82
15410,0,TRUE,82
15439,0,TRUE,82
15708,0,FALSE,84
15846,0,TRUE,84
16002,0,TRUE,84
16044,0,FALSE,84
16054,0,TRUE,84
16079,0,FALSE,86
16185,0,TRUE,86
16232,0,FALSE,86
16543,0,TRUE,88
16603,0,TRUE,88
16646,0,TRUE,88
16816,0,FALSE,88
16946,0,TRUE,89
17503,0,FALSE,93
17525,0,TRUE,93
17544,0,FALSE,93
17549,0,TRUE,93
17729,0,TRUE,94
17844,0,TRUE,94
17882,0,FALSE,94
18010,0,TRUE,94
18561,0,FALSE,99
18649,0,TRUE,99
18707,0,TRUE,99
18761,0,TRUE,99
18953,0,TRUE,101
19013,0,FALSE,101
19056,0,FALSE,101
19092,0,TRUE,101
19258,0,TRUE,102
19509,0,TRUE,102
