indexHome,ageyrs,male,indexSchool
110,0,FALSE,3
160,0,FALSE,3
461,0,TRUE,3
541,0,FALSE,4
559,0,TRUE,4
620,0,TRUE,4
722,0,TRUE,4
804,0,FALSE,4
872,0,TRUE,4
996,0,TRUE,6
1063,0,TRUE,6
1103,0,FALSE,6
1369,0,FALSE,8
1484,0,TRUE,9
1498,0,FALSE,9
1502,0,TRUE,9
1643,0,TRUE,9
1713,0,TRUE,11
1839,0,FALSE,11
1860,0,TRUE,11
1915,0,TRUE,11
1926,0,FALSE,11
1941,0,FALSE,11
2024,0,TRUE,11
2124,0,FALSE,13
2260,0,FALSE,13
2297,0,FALSE,13
2653,0,TRUE,16
2686,0,FALSE,16
2804,0,FALSE,16
2898,0,TRUE,16
3011,0,FALSE,17
3133,0,TRUE,17
3167,0,FALSE,17
3214,0,TRUE,17
3247,0,TRUE,17
3322,0,FALSE,19
3435,0,FALSE,19
3540,0,TRUE,19
3559,0,FALSE,19
3590,0,FALSE,22
3705,0,FALSE,22
3975,0,FALSE,23
4060,0,FALSE,23
4340,0,FALSE,24
4699,0,TRUE,28
4747,0,FALSE,28
4905,0,FALSE,28
5027,0,FALSE,28
5414,0,TRUE,29
5670,0,TRUE,29
5703,0,FALSE,29
5759,0,TRUE,29
5793,0,FALSE,33
5805,0,FALSE,33
5980,0,FALSE,33
6058,0,TRUE,35
6094,0,FALSE,35
6182,0,FALSE,35
6221,0,TRUE,35
6329,0,TRUE,35
6623,0,FALSE,36
6623,0,TRUE,36
6659,0,FALSE,36
6663,0,TRUE,36
6704,0,FALSE,36
6715,0,TRUE,36
6775,0,TRUE,39
6869,0,TRUE,39
6993,0,TRUE,39
7034,0,FALSE,39
7126,0,FALSE,40
7305,0,FALSE,42
7444,0,FALSE,42
7510,0,TRUE,42
7523,0,TRUE,42
7639,0,FALSE,42
7650,0,FALSE,42
7651,0,TRUE,45
7736,0,TRUE,45
7979,0,FALSE,45
8146,0,TRUE,46
8146,0,TRUE,46
8377,0,TRUE,48
8672,0,TRUE,48
9106,0,FALSE,51
9117,0,TRUE,51
9334,0,FALSE,51
9472,0,FALSE,51
9523,0,TRUE,53
9550,0,FALSE,53
9631,0,FALSE,53
9635,0,TRUE,53
9960,0,FALSE,54
9995,0,TRUE,54
10067,0,TRUE,54
10318,0,FALSE,58
10402,0,TRUE,58
10489,0,TRUE,58
10623,0,FALSE,58
10816,0,FALSE,59
10858,0,FALSE,59
10864,0,FALSE,59
10887,0,FALSE,59
10899,0,TRUE,59
10909,0,TRUE,59
11229,0,FALSE,61
11432,0,TRUE,63
11461,0,TRUE,63
11592,0,TRUE,63
11799,0,FALSE,63
11963,0,FALSE,65
11998,0,TRUE,65
12002,0,TRUE,65
12015,0,FALSE,65
12038,0,TRUE,65
12039,0,FALSE,65
12395,0,TRUE,68
12450,0,FALSE,68
12619,0,FALSE,69
12807,0,TRUE,69
12840,0,TRUE,69
13484,0,FALSE,71
13743,0,TRUE,75
13809,0,FALSE,75
14000,0,TRUE,75
14166,0,TRUE,76
14402,0,TRUE,76
14615,0,FALSE,79
14669,0,TRUE,79
14683,0,FALSE,79
14724,0,FALSE,79
14822,0,FALSE,79
