indexHome,ageyrs,male,indexSchool
74,0,FALSE,3
242,0,FALSE,3
270,0,FALSE,3
335,0,FALSE,3
390,0,FALSE,3
432,0,FALSE,4
436,0,TRUE,4
628,0,FALSE,4
958,0,FALSE,5
1128,0,FALSE,5
1405,0,TRUE,8
1508,0,TRUE,8
1632,0,FALSE,8
1733,0,FALSE,10
1801,0,FALSE,10
1844,0,TRUE,10
2021,0,TRUE,10
2154,0,FALSE,12
2155,0,FALSE,12
2376,0,TRUE,12
2379,0,FALSE,12
2513,0,FALSE,14
2524,0,TRUE,14
2559,0,TRUE,14
2918,0,TRUE,14
3109,0,TRUE,17
3110,0,TRUE,17
3113,0,TRUE,17
3139,0,FALSE,17
3367,0,FALSE,17
3416,0,TRUE,19
3507,0,FALSE,19
3581,0,FALSE,19
3652,0,FALSE,19
3713,0,TRUE,19
4287,0,TRUE,24
4381,0,TRUE,24
4470,0,TRUE,24
4531,0,TRUE,24
4939,0,TRUE,26
5006,0,TRUE,26
5131,0,FALSE,27
5182,0,FALSE,27
5186,0,FALSE,27
5188,0,FALSE,27
5323,0,TRUE,27
5388,0,FALSE,27
5456,0,TRUE,27
5754,0,FALSE,29
5990,0,TRUE,29
6015,0,TRUE,32
6176,0,TRUE,32
6391,0,TRUE,32
6632,0,FALSE,32
6699,0,FALSE,34
6738,0,TRUE,34
6803,0,FALSE,34
6866,0,FALSE,34
7081,0,FALSE,36
7113,0,TRUE,36
7175,0,TRUE,36
7196,0,FALSE,36
7305,0,FALSE,36
7394,0,FALSE,39
7589,0,TRUE,39
7626,0,FALSE,39
7685,0,FALSE,40
7957,0,TRUE,40
7990,0,TRUE,40
8217,0,TRUE,42
8314,0,TRUE,42
8345,0,TRUE,42
8367,0,TRUE,42
8542,0,FALSE,44
8624,0,FALSE,44
8648,0,TRUE,44
9028,0,FALSE,45
9087,0,FALSE,45
9217,0,FALSE,49
9228,0,TRUE,49
9385,0,FALSE,49
9609,0,FALSE,50
9695,0,FALSE,50
9781,0,FALSE,50
9781,0,FALSE,50
9880,0,FALSE,50
9979,0,TRUE,52
10208,0,FALSE,52
10296,0,FALSE,54
10445,0,TRUE,54
10646,0,TRUE,54
10780,0,FALSE,57
10875,0,TRUE,57
11179,0,FALSE,58
11244,0,TRUE,58
11424,0,FALSE,58
11435,0,FALSE,58
11630,0,TRUE,61
11632,0,TRUE,61
11726,0,TRUE,61
11765,0,TRUE,61
11773,0,FALSE,61
12227,0,FALSE,63
12895,0,FALSE,67
12940,0,FALSE,67
13013,0,FALSE,67
13068,0,TRUE,67
13305,0,FALSE,68
13605,0,FALSE,71
13651,0,FALSE,71
13889,0,FALSE,73
14028,0,TRUE,73
14035,0,TRUE,73
14229,0,TRUE,75
14295,0,TRUE,75
14715,0,FALSE,77
14939,0,FALSE,77
15318,0,TRUE,80
15362,0,FALSE,81
15418,0,FALSE,81
15575,0,TRUE,81
15596,0,FALSE,81
15640,0,FALSE,81
15838,0,FALSE,83
15979,0,TRUE,83
16156,0,TRUE,83
16623,0,FALSE,86
16711,0,TRUE,86
16962,0,FALSE,87
16992,0,TRUE,87
17056,0,FALSE,87
17119,0,FALSE,87
17241,0,TRUE,90
17321,0,FALSE,90
17690,0,TRUE,91
17926,0,TRUE,91
18149,0,TRUE,94
18237,0,FALSE,94
18351,0,TRUE,94
18408,0,FALSE,94
18409,0,TRUE,94
18571,0,TRUE,96
18674,0,TRUE,96
18798,0,FALSE,96
18819,0,FALSE,96
18984,0,TRUE,98
19002,0,TRUE,98
19173,0,TRUE,98
19238,0,FALSE,98
19293,0,TRUE,98
19600,0,TRUE,102
19629,0,FALSE,102
19652,0,FALSE,102
19744,0,FALSE,102
19768,0,TRUE,102
19847,0,TRUE,102
19885,0,TRUE,102
19960,0,FALSE,102
20109,0,FALSE,103
20263,0,TRUE,103
20282,0,TRUE,103
20509,0,TRUE,103
20763,0,TRUE,105
20812,0,TRUE,105
21024,0,TRUE,105
395,1,TRUE,3
399,1,FALSE,3
545,1,FALSE,4
558,1,TRUE,4
651,1,TRUE,4
665,1,TRUE,4
778,1,TRUE,4
781,1,FALSE,5
803,1,FALSE,5
915,1,FALSE,5
1057,1,FALSE,5
1092,1,FALSE,5
1237,1,FALSE,8
1255,1,FALSE,8
1474,1,FALSE,8
1768,1,FALSE,10
1874,1,TRUE,10
1928,1,TRUE,10
2081,1,TRUE,10
2302,1,FALSE,12
2379,1,FALSE,12
2584,1,TRUE,14
2603,1,TRUE,14
2633,1,TRUE,14
2857,1,TRUE,14
2975,1,FALSE,14
2989,1,FALSE,17
3092,1,FALSE,17
3249,1,TRUE,17
3300,1,FALSE,17
3395,1,TRUE,17
3526,1,FALSE,19
3585,1,TRUE,19
3645,1,FALSE,19
3896,1,FALSE,21
3947,1,TRUE,21
4054,1,TRUE,21
4068,1,FALSE,21
4282,1,FALSE,21
4424,1,TRUE,24
4589,1,FALSE,24
4655,1,TRUE,26
4744,1,TRUE,26
5042,1,FALSE,26
5095,1,FALSE,26
5095,1,FALSE,26
5213,1,TRUE,27
5956,1,FALSE,29
6309,1,TRUE,32
7052,1,TRUE,34
7076,1,FALSE,36
7144,1,FALSE,36
7159,1,TRUE,36
7199,1,FALSE,36
7493,1,FALSE,39
7511,1,TRUE,39
7551,1,TRUE,39
7672,1,TRUE,40
8000,1,FALSE,40
8148,1,FALSE,42
8262,1,TRUE,42
8305,1,FALSE,42
8324,1,TRUE,42
8346,1,TRUE,42
8432,1,FALSE,44
8538,1,FALSE,44
8560,1,FALSE,44
8636,1,TRUE,44
8799,1,TRUE,45
8826,1,TRUE,45
9121,1,TRUE,49
9350,1,FALSE,49
9409,1,FALSE,49
9468,1,TRUE,50
9630,1,FALSE,50
9651,1,TRUE,50
9880,1,FALSE,50
10156,1,FALSE,52
10227,1,FALSE,52
10592,1,FALSE,54
10593,1,TRUE,54
10618,1,TRUE,54
10646,1,TRUE,54
10740,1,FALSE,57
11004,1,TRUE,57
11052,1,TRUE,57
11059,1,FALSE,57
11179,1,TRUE,58
11179,1,TRUE,58
11334,1,FALSE,58
11353,1,FALSE,58
11467,1,FALSE,61
11485,1,FALSE,61
11873,1,TRUE,63
11890,1,FALSE,63
12139,1,FALSE,63
12182,1,TRUE,63
12262,1,TRUE,63
12504,1,FALSE,65
12647,1,TRUE,65
12697,1,FALSE,65
12845,1,FALSE,67
12857,1,TRUE,67
12931,1,FALSE,67
12949,1,FALSE,67
13057,1,FALSE,67
13155,1,FALSE,68
13329,1,TRUE,68
13419,1,FALSE,68
13477,1,TRUE,68
13808,1,FALSE,73
13832,1,FALSE,73
13841,1,TRUE,73
13854,1,TRUE,73
13862,1,FALSE,73
14060,1,TRUE,73
14092,1,FALSE,73
14288,1,TRUE,75
14327,1,TRUE,75
14390,1,FALSE,75
14396,1,TRUE,75
14524,1,TRUE,75
14542,1,FALSE,75
14740,1,FALSE,77
14981,1,FALSE,77
15013,1,TRUE,80
15157,1,TRUE,80
15182,1,FALSE,80
15186,1,FALSE,80
15218,1,FALSE,80
15693,1,TRUE,81
15918,1,FALSE,83
16140,1,FALSE,83
16185,1,FALSE,83
16416,1,FALSE,86
16462,1,TRUE,86
16474,1,TRUE,86
16626,1,TRUE,86
16692,1,TRUE,86
16994,1,FALSE,87
16996,1,TRUE,87
17242,1,FALSE,90
17247,1,TRUE,90
17304,1,TRUE,90
17605,1,TRUE,90
17614,1,FALSE,90
17641,1,FALSE,90
17671,1,FALSE,91
17731,1,FALSE,91
18007,1,TRUE,91
18226,1,TRUE,94
18507,1,FALSE,94
18807,1,TRUE,96
18857,1,TRUE,96
19137,1,TRUE,98
19164,1,TRUE,98
19253,1,FALSE,98
19678,1,TRUE,102
19769,1,TRUE,102
20029,1,TRUE,102
20036,1,FALSE,102
20082,1,FALSE,103
20205,1,TRUE,103
20350,1,FALSE,103
20547,1,TRUE,105
20789,1,TRUE,105
21053,1,FALSE,105
32,2,TRUE,3
73,2,FALSE,3
251,2,TRUE,3
373,2,FALSE,3
727,2,FALSE,4
778,2,FALSE,4
847,2,TRUE,5
941,2,TRUE,5
1042,2,FALSE,5
1043,2,TRUE,5
1185,2,FALSE,5
1188,2,TRUE,8
1605,2,FALSE,8
1701,2,TRUE,8
1962,2,FALSE,10
1962,2,TRUE,10
2153,2,TRUE,10
2186,2,TRUE,12
2350,2,TRUE,12
2481,2,FALSE,12
2558,2,TRUE,14
3018,2,FALSE,17
3153,2,FALSE,17
3253,2,TRUE,17
3571,2,FALSE,19
3869,2,TRUE,21
3977,2,FALSE,21
4044,2,TRUE,21
4138,2,FALSE,21
4153,2,FALSE,21
4573,2,TRUE,24
4589,2,FALSE,24
4726,2,FALSE,26
4730,2,FALSE,26
4850,2,TRUE,26
