indexHome,ageyrs,male,indexSchool
24,0,TRUE,3
76,0,FALSE,3
247,0,FALSE,3
383,0,TRUE,4
529,0,TRUE,4
585,0,FALSE,4
631,0,FALSE,4
656,0,FALSE,5
788,0,FALSE,5
794,0,TRUE,5
794,0,TRUE,5
805,0,FALSE,5
837,0,TRUE,5
1004,0,TRUE,8
1038,0,TRUE,8
1182,0,FALSE,8
1286,0,TRUE,9
1315,0,TRUE,9
1996,0,TRUE,11
2172,0,FALSE,13
2188,0,TRUE,13
2286,0,TRUE,13
2508,0,TRUE,15
2514,0,TRUE,15
2617,0,FALSE,15
2632,0,TRUE,15
2668,0,TRUE,15
2897,0,FALSE,15
3168,0,FALSE,17
3407,0,FALSE,17
3778,0,TRUE,21
3782,0,TRUE,21
3841,0,FALSE,21
3957,0,FALSE,22
4049,0,FALSE,22
4175,0,TRUE,22
4194,0,TRUE,22
4491,0,TRUE,24
4506,0,FALSE,24
4656,0,FALSE,24
4817,0,TRUE,27
5156,0,FALSE,27
5214,0,TRUE,27
5292,0,TRUE,27
5416,0,TRUE,29
5599,0,TRUE,29
5830,0,TRUE,32
5966,0,TRUE,32
6166,0,FALSE,32
6386,0,TRUE,34
6470,0,FALSE,34
6591,0,FALSE,35
6649,0,TRUE,35
6747,0,FALSE,35
6747,0,FALSE,35
6964,0,FALSE,38
7127,0,FALSE,38
7200,0,FALSE,39
7207,0,FALSE,39
7251,0,FALSE,39
7377,0,TRUE,39
7569,0,FALSE,39
7887,0,TRUE,41
7974,0,FALSE,41
8021,0,FALSE,41
8112,0,TRUE,41
8137,0,TRUE,41
8278,0,FALSE,44
8624,0,FALSE,45
8634,0,FALSE,45
8681,0,TRUE,45
8946,0,FALSE,45
9042,0,FALSE,48
9048,0,TRUE,48
9321,0,FALSE,50
9367,0,FALSE,50
9401,0,TRUE,50
9463,0,FALSE,50
9530,0,TRUE,52
9574,0,FALSE,52
9740,0,TRUE,52
10030,0,TRUE,54
10359,0,FALSE,54
10417,0,TRUE,57
10457,0,TRUE,57
10482,0,FALSE,57
10619,0,FALSE,57
10907,0,FALSE,58
10952,0,FALSE,58
11066,0,TRUE,58
11135,0,FALSE,58
11149,0,TRUE,58
11282,0,FALSE,60
11312,0,TRUE,60
11357,0,FALSE,60
11498,0,TRUE,60
11732,0,FALSE,60
11820,0,FALSE,63
12181,0,FALSE,63
12301,0,FALSE,63
12467,0,TRUE,65
12480,0,TRUE,65
12576,0,FALSE,65
12593,0,TRUE,65
12621,0,TRUE,65
12774,0,TRUE,65
13124,0,TRUE,68
13152,0,TRUE,68
13247,0,FALSE,70
13259,0,FALSE,70
13475,0,FALSE,70
13475,0,FALSE,70
13561,0,TRUE,70
13642,0,TRUE,70
13672,0,FALSE,70
13826,0,TRUE,72
13875,0,FALSE,72
13985,0,TRUE,72
14456,0,FALSE,74
14523,0,FALSE,76
14576,0,TRUE,76
14761,0,TRUE,76
14867,0,TRUE,76
15164,0,FALSE,78
15275,0,FALSE,78
15304,0,TRUE,78
15366,0,FALSE,78
15441,0,TRUE,78
15663,0,FALSE,81
15767,0,TRUE,81
15837,0,FALSE,81
15951,0,FALSE,81
15975,0,FALSE,81
15978,0,TRUE,82
16663,0,FALSE,85
16801,0,TRUE,85
16845,0,TRUE,85
17039,0,TRUE,87
17222,0,FALSE,87
17291,0,FALSE,87
17298,0,FALSE,89
17488,0,FALSE,89
17698,0,TRUE,89
17796,0,TRUE,89
17851,0,FALSE,91
17870,0,FALSE,91
