indexHome,ageyrs,male,indexSchool,indexBus,indexNH,indexGQ
94,18,FALSE,-1,151,-1,-1
168,18,FALSE,-1,-1,-1,-1
195,18,TRUE,-1,-1,-1,-1
212,18,TRUE,-1,-1,-1,-1
232,18,FALSE,-1,-1,-1,-1
281,18,TRUE,-1,306,-1,-1
308,18,FALSE,-1,-1,-1,-1
354,18,FALSE,-1,-1,-1,-1
356,18,TRUE,-1,-1,-1,-1
380,18,TRUE,-1,-1,-1,-1
435,18,FALSE,-1,976,-1,-1
438,18,FALSE,-1,-1,-1,-1
442,18,TRUE,-1,-1,-1,-1
467,18,TRUE,-1,-1,-1,-1
517,18,TRUE,-1,-1,-1,-1
541,18,FALSE,-1,941,-1,-1
853,18,FALSE,-1,-1,-1,-1
927,18,TRUE,-1,-1,-1,-1
936,18,TRUE,-1,-1,-1,-1
977,18,TRUE,-1,138,-1,-1
1010,18,FALSE,-1,-1,-1,-1
1022,18,TRUE,-1,-1,-1,-1
1043,18,FALSE,-1,-1,-1,-1
1075,18,TRUE,-1,289,-1,-1
1126,18,TRUE,-1,-1,-1,-1
1126,18,TRUE,-1,-1,-1,-1
1148,18,TRUE,-1,336,-1,-1
1159,18,FALSE,-1,-1,-1,-1
1167,18,FALSE,-1,136,-1,-1
1292,18,FALSE,-1,859,-1,-1
1313,18,TRUE,-1,-1,-1,-1
1331,18,TRUE,-1,170,-1,-1
1364,18,TRUE,-1,-1,-1,-1
1368,18,TRUE,-1,522,-1,-1
1402,18,FALSE,-1,-1,-1,-1
1457,18,FALSE,-1,226,-1,-1
1562,18,TRUE,-1,44,-1,-1
1583,18,FALSE,-1,-1,-1,-1
1594,18,TRUE,-1,-1,-1,-1
1610,18,TRUE,-1,-1,-1,-1
1699,18,TRUE,-1,-1,-1,-1
1720,18,TRUE,-1,-1,-1,-1
1720,18,FALSE,-1,-1,-1,-1
1813,18,TRUE,-1,75,-1,-1
1835,18,FALSE,-1,-1,-1,-1
1886,18,FALSE,-1,-1,-1,-1
1915,18,TRUE,-1,-1,-1,-1
1941,18,TRUE,-1,829,-1,-1
1946,18,TRUE,-1,-1,-1,-1
1957,18,FALSE,-1,-1,-1,-1
2047,18,FALSE,-1,-1,-1,-1
2093,18,FALSE,-1,-1,-1,-1
2128,18,FALSE,-1,-1,-1,-1
