indexHome,ageyrs,male,indexSchool,indexBus,indexNH,indexGQ
2,18,FALSE,-1,-1,-1,-1
101,18,TRUE,-1,399,-1,-1
105,18,FALSE,-1,516,-1,-1
177,18,TRUE,-1,-1,-1,-1
181,18,TRUE,-1,86,-1,-1
185,18,TRUE,-1,811,-1,-1
186,18,FALSE,-1,965,-1,-1
202,18,TRUE,-1,161,-1,-1
265,18,TRUE,-1,-1,-1,-1
270,18,FALSE,-1,-1,-1,-1
353,18,TRUE,-1,-1,-1,-1
378,18,FALSE,-1,300,-1,-1
404,18,TRUE,-1,-1,-1,-1
406,18,TRUE,-1,925,-1,-1
481,18,TRUE,-1,124,-1,-1
486,18,FALSE,-1,91,-1,-1
500,18,TRUE,-1,-1,-1,-1
561,18,TRUE,-1,896,-1,-1
570,18,TRUE,-1,-1,-1,-1
631,18,FALSE,-1,-1,-1,-1
665,18,FALSE,-1,-1,-1,-1
691,18,TRUE,-1,771,-1,-1
783,18,TRUE,-1,-1,-1,-1
797,18,FALSE,-1,-1,-1,-1
837,18,FALSE,-1,936,-1,-1
853,18,TRUE,-1,-1,-1,-1
884,18,FALSE,-1,-1,-1,-1
913,18,FALSE,-1,639,-1,-1
948,18,TRUE,-1,-1,-1,-1
983,18,FALSE,-1,-1,-1,-1
984,18,FALSE,-1,-1,-1,-1
988,18,TRUE,-1,-1,-1,-1
1005,18,TRUE,-1,241,-1,-1
1005,18,TRUE,-1,-1,-1,-1
1055,18,FALSE,-1,-1,-1,-1
1151,18,TRUE,-1,593,-1,-1
1156,18,TRUE,-1,-1,-1,-1
1159,18,TRUE,-1,359,-1,-1
1213,18,TRUE,-1,-1,-1,-1
1261,18,TRUE,-1,90,-1,-1
1262,18,FALSE,-1,393,-1,-1
1289,18,FALSE,-1,-1,-1,-1
1341,18,TRUE,-1,144,-1,-1
1363,18,TRUE,87,-1,-1,-1
1365,18,TRUE,-1,402,-1,-1
1479,18,FALSE,-1,-1,-1,-1
1504,18,FALSE,-1,-1,-1,-1
1620,18,TRUE,-1,242,-1,-1
1634,18,TRUE,-1,-1,-1,-1
1679,18,TRUE,-1,-1,-1,-1
1708,18,TRUE,-1,-1,-1,-1
1716,18,FALSE,-1,598,-1,-1
1720,18,FALSE,-1,399,-1,-1
1792,18,TRUE,-1,253,-1,-1
1804,18,TRUE,-1,-1,-1,-1
1816,18,FALSE,-1,5,-1,-1
1863,18,FALSE,-1,866,-1,-1
1912,18,FALSE,-1,-1,-1,-1
1913,18,TRUE,-1,-1,-1,-1
2087,18,TRUE,-1,408,-1,-1
2089,18,FALSE,-1,-1,-1,-1
2110,18,TRUE,-1,-1,-1,-1
2223,18,TRUE,-1,-1,-1,-1
2254,18,TRUE,-1,-1,-1,-1
2265,18,TRUE,-1,-1,-1,-1
2344,18,FALSE,-1,-1,-1,-1
2347,18,FALSE,-1,-1,-1,-1
2353,18,TRUE,-1,-1,-1,-1
2396,18,TRUE,-1,770,-1,-1
