indexGQ,ageyrs,male
1,18,FALSE
4,18,TRUE
5,18,FALSE
5,18,TRUE
6,18,TRUE
7,18,TRUE
7,18,TRUE
9,18,FALSE
11,18,TRUE
14,18,TRUE
15,18,TRUE
20,18,TRUE
21,18,TRUE
28,18,TRUE
30,18,TRUE
31,18,TRUE
4,19,TRUE
6,19,TRUE
9,19,FALSE
11,19,TRUE
12,19,TRUE
14,19,TRUE
16,19,TRUE
22,19,TRUE
30,19,FALSE
32,19,TRUE
1,20,FALSE
4,20,TRUE
4,20,TRUE
6,20,TRUE
7,20,TRUE
7,20,TRUE
13,20,TRUE
16,20,TRUE
17,20,TRUE
20,20,TRUE
23,20,TRUE
23,20,TRUE
26,20,FALSE
31,20,TRUE
31,20,TRUE
33,20,TRUE
2,21,TRUE
2,21,TRUE
4,21,TRUE
4,21,TRUE
5,21,FALSE
6,21,FALSE
9,21,FALSE
10,21,TRUE
12,21,TRUE
16,21,TRUE
17,21,TRUE
17,21,TRUE
18,21,TRUE
21,21,TRUE
26,21,TRUE
33,21,TRUE
0,22,TRUE
0,22,TRUE
0,22,TRUE
0,22,TRUE
3,22,TRUE
5,22,FALSE
5,22,FALSE
5,22,TRUE
10,22,TRUE
13,22,TRUE
16,22,TRUE
21,22,TRUE
23,22,TRUE
23,22,TRUE
24,22,TRUE
27,22,TRUE
27,22,TRUE
27,22,TRUE
29,22,TRUE
31,22,TRUE
33,22,TRUE
33,22,TRUE
1,23,TRUE
5,23,FALSE
7,23,TRUE
11,23,TRUE
12,23,TRUE
13,23,TRUE
13,23,TRUE
14,23,TRUE
15,23,TRUE
15,23,TRUE
16,23,TRUE
18,23,TRUE
21,23,TRUE
22,23,TRUE
25,23,TRUE
25,23,TRUE
26,23,FALSE
26,23,TRUE
28,23,TRUE
30,23,FALSE
3,24,TRUE
6,24,TRUE
6,24,TRUE
8,24,TRUE
12,24,TRUE
12,24,TRUE
14,24,TRUE
17,24,TRUE
22,24,TRUE
29,24,TRUE
0,25,TRUE
0,25,TRUE
2,25,TRUE
2,25,TRUE
3,25,TRUE
6,25,TRUE
8,25,TRUE
9,25,FALSE
9,25,FALSE
9,25,TRUE
14,25,TRUE
16,25,TRUE
17,25,TRUE
21,25,TRUE
24,25,TRUE
26,25,TRUE
27,25,TRUE
28,25,TRUE
30,25,TRUE
30,25,TRUE
31,25,TRUE
1,26,FALSE
1,26,TRUE
2,26,TRUE
3,26,TRUE
4,26,TRUE
4,26,TRUE
5,26,TRUE
5,26,TRUE
6,26,FALSE
7,26,TRUE
10,26,TRUE
13,26,TRUE
13,26,TRUE
18,26,TRUE
19,26,TRUE
24,26,TRUE
29,26,TRUE
29,26,TRUE
30,26,TRUE
0,27,TRUE
1,27,TRUE
5,27,TRUE
5,27,TRUE
6,27,FALSE
8,27,TRUE
9,27,TRUE
10,27,TRUE
13,27,TRUE
15,27,TRUE
15,27,TRUE
16,27,TRUE
19,27,TRUE
20,27,TRUE
24,27,TRUE
24,27,TRUE
25,27,TRUE
25,27,TRUE
25,27,TRUE
27,27,TRUE
30,27,FALSE
32,27,TRUE
