indexHome,ageyrs,male
787,75,TRUE
845,75,FALSE
857,75,TRUE
902,75,TRUE
928,75,FALSE
963,75,FALSE
1083,75,TRUE
1265,75,FALSE
1392,75,FALSE
1393,75,TRUE
1573,75,FALSE
1714,75,TRUE
1799,75,TRUE
1823,75,FALSE
1991,75,TRUE
2145,75,TRUE
2203,75,TRUE
2495,75,FALSE
2562,75,FALSE
3060,75,FALSE
3067,75,FALSE
3142,75,FALSE
3303,75,TRUE
3447,75,TRUE
3582,75,TRUE
3604,75,TRUE
3812,75,FALSE
3907,75,TRUE
4040,75,TRUE
4267,75,FALSE
4521,75,TRUE
4552,75,FALSE
4625,75,TRUE
4836,75,TRUE
4844,75,TRUE
4950,75,TRUE
4956,75,FALSE
5081,75,FALSE
5244,75,FALSE
5317,75,TRUE
5648,75,FALSE
5814,75,FALSE
5886,75,TRUE
6159,75,FALSE
6241,75,TRUE
6291,75,FALSE
6463,75,FALSE
6508,75,TRUE
6534,75,TRUE
6771,75,FALSE
6813,75,TRUE
6819,75,FALSE
6825,75,TRUE
6993,75,TRUE
7156,75,FALSE
7427,75,FALSE
7428,75,TRUE
7436,75,FALSE
7444,75,TRUE
7636,75,FALSE
7661,75,TRUE
7987,75,TRUE
8181,75,TRUE
8216,75,FALSE
8244,75,FALSE
8317,75,TRUE
8320,75,TRUE
8400,75,FALSE
8437,75,TRUE
8491,75,TRUE
8554,75,FALSE
8636,75,FALSE
8706,75,TRUE
8706,75,FALSE
8729,75,FALSE
9077,75,TRUE
9193,75,FALSE
9203,75,FALSE
9437,75,TRUE
9493,75,TRUE
9563,75,FALSE
9567,75,FALSE
9579,75,FALSE
9642,75,FALSE
9643,75,FALSE
9888,75,FALSE
9919,75,FALSE
9967,75,FALSE
9970,75,FALSE
9992,75,TRUE
9993,75,TRUE
10134,75,TRUE
10221,75,TRUE
10252,75,FALSE
10269,75,FALSE
10347,75,FALSE
10507,75,TRUE
10696,75,TRUE
10997,75,FALSE
11138,75,TRUE
11180,75,FALSE
11204,75,FALSE
11231,75,TRUE
11438,75,FALSE
11560,75,FALSE
11586,75,FALSE
11742,75,TRUE
11875,75,FALSE
12007,75,TRUE
12142,75,FALSE
12374,75,TRUE
12554,75,FALSE
12666,75,TRUE
12901,75,TRUE
12918,75,FALSE
13072,75,TRUE
13111,75,TRUE
13244,75,FALSE
13320,75,TRUE
13566,75,FALSE
13711,75,FALSE
13902,75,TRUE
13938,75,FALSE
14063,75,TRUE
14143,75,TRUE
14205,75,TRUE
14226,75,FALSE
14296,75,FALSE
14310,75,FALSE
14330,75,FALSE
14627,75,FALSE
14954,75,TRUE
14963,75,FALSE
15028,75,FALSE
15792,75,TRUE
15865,75,FALSE
15894,75,TRUE
15948,75,TRUE
16070,75,TRUE
16226,75,FALSE
16291,75,FALSE
16492,75,TRUE
16618,75,TRUE
16701,75,FALSE
16874,75,TRUE
17020,75,FALSE
17063,75,TRUE
17079,75,TRUE
17107,75,TRUE
17107,75,FALSE
17108,75,FALSE
17190,75,TRUE
17262,75,FALSE
17263,75,TRUE
17281,75,TRUE
17330,75,TRUE
17371,75,FALSE
17374,75,FALSE
17481,75,TRUE
17487,75,TRUE
17651,75,TRUE
17655,75,TRUE
17815,75,FALSE
17819,75,TRUE
17873,75,TRUE
18096,75,FALSE
18227,75,TRUE
18323,75,TRUE
18446,75,FALSE
18446,75,TRUE
18526,75,TRUE
18551,75,FALSE
18586,75,TRUE
18813,75,TRUE
18865,75,FALSE
18874,75,TRUE
19417,75,FALSE
19624,75,TRUE
19673,75,FALSE
19894,75,TRUE
19995,75,FALSE
20096,75,TRUE
20107,75,FALSE
20165,75,FALSE
20211,75,TRUE
20347,75,FALSE
20347,75,TRUE
20383,75,TRUE
20436,75,TRUE
20588,75,FALSE
20608,75,FALSE
20625,75,FALSE
20683,75,TRUE
20775,75,FALSE
20778,75,FALSE
20847,75,TRUE
21023,75,TRUE
39,76,TRUE
158,76,FALSE
294,76,TRUE
436,76,TRUE
460,76,TRUE
509,76,FALSE
528,76,FALSE
718,76,TRUE
804,76,TRUE
816,76,TRUE
849,76,TRUE
1420,76,TRUE
1425,76,FALSE
1434,76,FALSE
1465,76,TRUE
1521,76,TRUE
1700,76,FALSE
1728,76,FALSE
1859,76,TRUE
2170,76,TRUE
2276,76,TRUE
2502,76,FALSE
2699,76,FALSE
2721,76,TRUE
2845,76,TRUE
2850,76,FALSE
3115,76,FALSE
3218,76,FALSE
3392,76,FALSE
3398,76,FALSE
3427,76,FALSE
3462,76,TRUE
3463,76,FALSE
3550,76,TRUE
3743,76,TRUE
3828,76,TRUE
4512,76,FALSE
4625,76,FALSE
4847,76,TRUE
5107,76,FALSE
5261,76,TRUE
5312,76,FALSE
5561,76,TRUE
5578,76,FALSE
5693,76,FALSE
5897,76,FALSE
5963,76,FALSE
5978,76,TRUE
6234,76,FALSE
6323,76,FALSE
6379,76,TRUE
6417,76,FALSE
6460,76,FALSE
6465,76,TRUE
6510,76,TRUE
6591,76,TRUE
6736,76,FALSE
6814,76,TRUE
6815,76,TRUE
6850,76,TRUE
6880,76,TRUE
7026,76,FALSE
7159,76,FALSE
7219,76,FALSE
7244,76,FALSE
7315,76,FALSE
7381,76,FALSE
7469,76,FALSE
7490,76,TRUE
7593,76,TRUE
7848,76,TRUE
8001,76,FALSE
8009,76,TRUE
8019,76,TRUE
8079,76,TRUE
8151,76,FALSE
8497,76,FALSE
8754,76,FALSE
8883,76,TRUE
9224,76,FALSE
9583,76,FALSE
9653,76,TRUE
9673,76,TRUE
9944,76,FALSE
10076,76,FALSE
10119,76,TRUE
10121,76,TRUE
