indexHome,ageyrs,male,indexSchool
46,0,FALSE,3
105,0,FALSE,3
322,0,TRUE,3
328,0,TRUE,3
436,0,TRUE,4
575,0,FALSE,4
793,0,TRUE,4
937,0,TRUE,5
1310,0,FALSE,5
1341,0,FALSE,8
1375,0,TRUE,8
1380,0,FALSE,8
1430,0,TRUE,8
1482,0,FALSE,8
1651,0,FALSE,8
1973,0,TRUE,11
2520,0,TRUE,12
2521,0,TRUE,12
2607,0,FALSE,12
2664,0,TRUE,12
2973,0,FALSE,15
2975,0,FALSE,15
3196,0,TRUE,16
3631,0,FALSE,19
3699,0,FALSE,19
3726,0,TRUE,19
3809,0,FALSE,19
3861,0,TRUE,19
3986,0,FALSE,19
4065,0,TRUE,21
4325,0,TRUE,21
4554,0,FALSE,21
4623,0,FALSE,21
4864,0,FALSE,25
5084,0,FALSE,25
5399,0,TRUE,27
5523,0,FALSE,27
5655,0,FALSE,27
5823,0,TRUE,28
5866,0,TRUE,28
5924,0,FALSE,28
6005,0,TRUE,28
6050,0,TRUE,28
6098,0,FALSE,28
6190,0,FALSE,32
6217,0,TRUE,32
6233,0,FALSE,32
6244,0,TRUE,32
6340,0,FALSE,32
6815,0,FALSE,33
6970,0,TRUE,35
7293,0,TRUE,35
7294,0,FALSE,35
7398,0,TRUE,37
7415,0,TRUE,37
7452,0,FALSE,37
7686,0,FALSE,37
7773,0,FALSE,39
7787,0,FALSE,39
8034,0,TRUE,39
8460,0,TRUE,41
8495,0,FALSE,41
8531,0,TRUE,43
8628,0,FALSE,43
8778,0,TRUE,43
8799,0,FALSE,43
8880,0,FALSE,43
9048,0,TRUE,45
9490,0,TRUE,47
9554,0,FALSE,47
9949,0,FALSE,50
9950,0,TRUE,50
9977,0,TRUE,50
10065,0,TRUE,50
10477,0,FALSE,52
10515,0,TRUE,52
10595,0,FALSE,52
10634,0,FALSE,53
10715,0,FALSE,53
10755,0,FALSE,53
10942,0,FALSE,53
10962,0,FALSE,53
11028,0,TRUE,56
11419,0,FALSE,58
11504,0,FALSE,58
11587,0,TRUE,58
11630,0,FALSE,58
11870,0,TRUE,58
11907,0,TRUE,60
11925,0,FALSE,60
12186,0,TRUE,60
12342,0,FALSE,62
12363,0,FALSE,62
12502,0,FALSE,62
12572,0,FALSE,62
12717,0,TRUE,64
13174,0,FALSE,67
13193,0,TRUE,67
13272,0,TRUE,67
13341,0,TRUE,67
13366,0,FALSE,67
13461,0,FALSE,68
13490,0,TRUE,68
13768,0,TRUE,68
13869,0,FALSE,68
13905,0,FALSE,71
13970,0,TRUE,71
13979,0,TRUE,71
14158,0,FALSE,71
14319,0,FALSE,73
14422,0,TRUE,73
14525,0,FALSE,73
14602,0,FALSE,73
14642,0,TRUE,73
14733,0,TRUE,75
14736,0,FALSE,75
14802,0,TRUE,75
15226,0,TRUE,77
15323,0,TRUE,77
15592,0,TRUE,80
15737,0,FALSE,80
15794,0,FALSE,80
15947,0,TRUE,80
16202,0,FALSE,81
16339,0,FALSE,81
16592,0,FALSE,84
16795,0,FALSE,84
16931,0,TRUE,84
16944,0,FALSE,85
16957,0,TRUE,85
17317,0,FALSE,88
17680,0,TRUE,90
17986,0,FALSE,90
