indexGQ,ageyrs,male
2,18,TRUE
9,18,TRUE
12,18,TRUE
17,18,TRUE
19,18,TRUE
28,18,TRUE
29,18,FALSE
29,18,TRUE
30,18,FALSE
30,18,TRUE
32,18,TRUE
5,19,TRUE
8,19,TRUE
8,19,TRUE
9,19,TRUE
10,19,TRUE
13,19,TRUE
20,19,TRUE
23,19,TRUE
24,19,TRUE
25,19,TRUE
25,19,TRUE
27,19,TRUE
28,19,TRUE
29,19,TRUE
32,19,FALSE
32,19,FALSE
32,19,FALSE
1,20,TRUE
8,20,TRUE
13,20,TRUE
14,20,TRUE
22,20,FALSE
22,20,TRUE
30,20,FALSE
30,20,TRUE
32,20,TRUE
5,21,TRUE
10,21,TRUE
11,21,TRUE
14,21,FALSE
15,21,TRUE
18,21,TRUE
22,21,TRUE
24,21,TRUE
28,21,TRUE
30,21,FALSE
32,21,FALSE
2,22,TRUE
4,22,TRUE
5,22,TRUE
6,22,TRUE
8,22,TRUE
14,22,FALSE
14,22,FALSE
14,22,TRUE
15,22,TRUE
16,22,TRUE
27,22,TRUE
29,22,TRUE
30,22,TRUE
32,22,TRUE
0,23,TRUE
3,23,TRUE
7,23,TRUE
8,23,TRUE
12,23,TRUE
13,23,TRUE
13,23,TRUE
14,23,TRUE
20,23,TRUE
21,23,TRUE
22,23,TRUE
25,23,TRUE
26,23,FALSE
26,23,TRUE
26,23,TRUE
29,23,FALSE
30,23,TRUE
31,23,TRUE
32,23,TRUE
32,23,TRUE
5,24,TRUE
7,24,TRUE
14,24,TRUE
15,24,TRUE
20,24,TRUE
25,24,TRUE
25,24,TRUE
26,24,FALSE
26,24,TRUE
29,24,TRUE
30,24,FALSE
30,24,FALSE
32,24,FALSE
0,25,TRUE
0,25,TRUE
1,25,TRUE
4,25,TRUE
4,25,TRUE
5,25,TRUE
6,25,TRUE
8,25,TRUE
10,25,TRUE
11,25,TRUE
11,25,TRUE
13,25,TRUE
13,25,TRUE
14,25,FALSE
14,25,FALSE
14,25,TRUE
14,25,TRUE
18,25,TRUE
20,25,TRUE
20,25,TRUE
26,25,FALSE
26,25,TRUE
26,25,TRUE
27,25,TRUE
27,25,TRUE
28,25,TRUE
29,25,FALSE
33,25,TRUE
33,25,TRUE
2,26,TRUE
2,26,TRUE
3,26,TRUE
3,26,TRUE
6,26,TRUE
8,26,TRUE
9,26,TRUE
10,26,TRUE
10,26,TRUE
11,26,TRUE
14,26,FALSE
17,26,TRUE
19,26,TRUE
20,26,TRUE
20,26,TRUE
21,26,TRUE
22,26,TRUE
22,26,TRUE
23,26,TRUE
24,26,TRUE
30,26,TRUE
31,26,TRUE
1,27,TRUE
4,27,TRUE
5,27,TRUE
6,27,TRUE
7,27,TRUE
9,27,TRUE
10,27,TRUE
14,27,TRUE
15,27,TRUE
17,27,TRUE
17,27,TRUE
18,27,TRUE
18,27,TRUE
21,27,TRUE
22,27,FALSE
23,27,TRUE
26,27,TRUE
26,27,TRUE
26,27,TRUE
26,27,TRUE
29,27,FALSE
29,27,TRUE
30,27,TRUE
31,27,TRUE
32,27,FALSE
32,27,TRUE
33,27,TRUE
0,28,TRUE
1,28,TRUE
2,28,TRUE
3,28,TRUE
5,28,TRUE
5,28,TRUE
6,28,TRUE
6,28,TRUE
7,28,TRUE
8,28,TRUE
9,28,TRUE
9,28,TRUE
9,28,TRUE
10,28,TRUE
12,28,TRUE
16,28,TRUE
19,28,TRUE
19,28,TRUE
20,28,TRUE
22,28,FALSE
24,28,TRUE
25,28,TRUE
26,28,FALSE
26,28,TRUE
26,28,TRUE
27,28,TRUE
31,28,TRUE
31,28,TRUE
32,28,TRUE
33,28,TRUE
0,29,TRUE
2,29,TRUE
4,29,TRUE
7,29,TRUE
8,29,TRUE
10,29,TRUE
14,29,FALSE
14,29,TRUE
15,29,TRUE
15,29,TRUE
17,29,TRUE
18,29,TRUE
19,29,TRUE
22,29,FALSE
22,29,TRUE
22,29,TRUE
23,29,TRUE
24,29,TRUE
24,29,TRUE
25,29,TRUE
26,29,FALSE
27,29,TRUE
30,29,FALSE
30,29,TRUE
30,29,TRUE
30,29,TRUE
30,29,TRUE
32,29,TRUE
2,30,TRUE
7,30,TRUE
7,30,TRUE
7,30,TRUE
11,30,TRUE
16,30,TRUE
18,30,TRUE
21,30,TRUE
22,30,TRUE
22,30,TRUE
25,30,TRUE
26,30,FALSE
32,30,FALSE
32,30,FALSE
5,31,TRUE
6,31,TRUE
8,31,TRUE
9,31,TRUE
10,31,TRUE
17,31,TRUE
18,31,TRUE
18,31,TRUE
23,31,TRUE
23,31,TRUE
24,31,TRUE
26,31,FALSE
26,31,TRUE
29,31,TRUE
33,31,TRUE
5,32,TRUE
10,32,TRUE
11,32,TRUE
11,32,TRUE
12,32,TRUE
12,32,TRUE
14,32,FALSE
14,32,TRUE
16,32,TRUE
16,32,TRUE
20,32,TRUE
22,32,FALSE
24,32,TRUE
25,32,TRUE
25,32,TRUE
26,32,TRUE
29,32,TRUE
29,32,TRUE
32,32,TRUE
1,33,TRUE
3,33,TRUE
3,33,TRUE
7,33,TRUE
12,33,TRUE
14,33,FALSE
14,33,TRUE
15,33,TRUE
16,33,TRUE
20,33,TRUE
20,33,TRUE
22,33,TRUE
23,33,TRUE
23,33,TRUE
25,33,TRUE
29,33,TRUE
4,34,TRUE
4,34,TRUE
4,34,TRUE
5,34,TRUE
6,34,TRUE
6,34,TRUE
7,34,TRUE
8,34,TRUE
10,34,TRUE
11,34,TRUE
11,34,TRUE
11,34,TRUE
13,34,TRUE
14,34,FALSE
14,34,TRUE
15,34,TRUE
17,34,TRUE
19,34,TRUE
22,34,FALSE
22,34,TRUE
23,34,TRUE
23,34,TRUE
23,34,TRUE
26,34,FALSE
27,34,TRUE
29,34,FALSE
29,34,FALSE
29,34,TRUE
32,34,TRUE
2,35,TRUE
2,35,TRUE
2,35,TRUE
4,35,TRUE
6,35,TRUE
9,35,TRUE
