indexNH,ageyrs,male
0,65,FALSE
1,65,FALSE
1,65,TRUE
3,65,FALSE
4,65,FALSE
5,65,TRUE
1,66,TRUE
1,66,TRUE
2,66,TRUE
3,66,TRUE
0,67,FALSE
1,67,TRUE
2,67,TRUE
2,67,FALSE
3,67,TRUE
4,67,TRUE
4,67,FALSE
2,68,TRUE
3,68,TRUE
4,68,FALSE
0,69,TRUE
1,69,TRUE
5,69,TRUE
0,70,TRUE
1,70,FALSE
5,70,TRUE
5,70,TRUE
1,71,FALSE
3,71,TRUE
3,71,TRUE
4,71,TRUE
4,71,TRUE
5,71,FALSE
1,72,FALSE
2,72,FALSE
4,72,TRUE
4,72,FALSE
4,72,TRUE
5,72,FALSE
1,73,FALSE
1,73,TRUE
2,73,FALSE
3,73,TRUE
5,73,TRUE
5,73,FALSE
2,74,FALSE
4,74,FALSE
4,74,FALSE
5,74,TRUE
1,76,FALSE
0,77,FALSE
0,78,TRUE
1,78,FALSE
5,78,TRUE
1,79,FALSE
2,79,FALSE
3,79,FALSE
1,80,TRUE
4,80,TRUE
4,80,FALSE
4,81,FALSE
2,82,TRUE
3,82,TRUE
0,84,TRUE
5,84,FALSE
0,85,FALSE
0,85,TRUE
1,85,FALSE
2,85,FALSE
3,85,TRUE
5,85,FALSE
0,86,FALSE
2,86,FALSE
3,86,TRUE
0,87,FALSE
1,87,TRUE
3,87,FALSE
3,87,FALSE
5,87,TRUE
0,88,FALSE
0,88,TRUE
4,88,TRUE
2,89,FALSE
2,89,FALSE
3,89,TRUE
4,89,FALSE
5,89,FALSE
0,90,TRUE
3,90,TRUE
4,90,FALSE
3,91,FALSE
5,91,FALSE
2,92,FALSE
2,92,TRUE
0,93,TRUE
3,93,TRUE
2,94,FALSE
3,94,TRUE
3,94,FALSE
5,94,FALSE
0,95,FALSE
0,96,FALSE
1,96,FALSE
2,96,TRUE
4,96,FALSE
4,96,TRUE
5,96,FALSE
5,96,TRUE
0,97,TRUE
2,97,TRUE
0,98,FALSE
0,98,TRUE
1,98,FALSE
3,98,FALSE
4,98,FALSE
5,98,FALSE
5,98,TRUE
1,99,FALSE
2,99,TRUE
2,99,FALSE
