indexHome,ageyrs,male
249,75,FALSE
288,75,TRUE
309,75,TRUE
471,75,TRUE
583,75,FALSE
703,75,FALSE
782,75,FALSE
924,75,TRUE
977,75,FALSE
1092,75,FALSE
1219,75,TRUE
1355,75,TRUE
1989,75,FALSE
2007,75,TRUE
2122,75,FALSE
2232,75,FALSE
2364,75,TRUE
2386,75,FALSE
2456,75,FALSE
2555,75,FALSE
2600,75,TRUE
2646,75,FALSE
2819,75,TRUE
2906,75,FALSE
2961,75,FALSE
3056,75,FALSE
3101,75,TRUE
3183,75,TRUE
3201,75,FALSE
3302,75,FALSE
3401,75,FALSE
3532,75,FALSE
3558,75,FALSE
3574,75,FALSE
3738,75,TRUE
3952,75,FALSE
3952,75,FALSE
4262,75,FALSE
4262,75,TRUE
4263,75,TRUE
4278,75,TRUE
4297,75,FALSE
4387,75,TRUE
4403,75,TRUE
4599,75,TRUE
4682,75,TRUE
4867,75,TRUE
5037,75,FALSE
5103,75,FALSE
5222,75,TRUE
5263,75,FALSE
5264,75,FALSE
5297,75,FALSE
5668,75,FALSE
5803,75,FALSE
5860,75,TRUE
5865,75,TRUE
5908,75,FALSE
5944,75,FALSE
5996,75,TRUE
6065,75,TRUE
6386,75,TRUE
6431,75,TRUE
6440,75,TRUE
6462,75,TRUE
6469,75,TRUE
6501,75,TRUE
6508,75,TRUE
6634,75,FALSE
6778,75,TRUE
6989,75,TRUE
7018,75,FALSE
7240,75,TRUE
8254,75,FALSE
8261,75,FALSE
8377,75,FALSE
8560,75,FALSE
8666,75,TRUE
8737,75,TRUE
8760,75,TRUE
8784,75,TRUE
8829,75,FALSE
8844,75,FALSE
8934,75,TRUE
8974,75,TRUE
8974,75,FALSE
8981,75,FALSE
9271,75,TRUE
9378,75,FALSE
9417,75,FALSE
9502,75,FALSE
9601,75,FALSE
9655,75,TRUE
9807,75,FALSE
9915,75,TRUE
9951,75,TRUE
9973,75,TRUE
10003,75,FALSE
10121,75,FALSE
10216,75,TRUE
10233,75,TRUE
10272,75,FALSE
10360,75,FALSE
10403,75,TRUE
10555,75,FALSE
10670,75,FALSE
10844,75,TRUE
11127,75,TRUE
11305,75,FALSE
11442,75,FALSE
11455,75,FALSE
11679,75,TRUE
11779,75,FALSE
12077,75,FALSE
12092,75,FALSE
12223,75,FALSE
12361,75,FALSE
12409,75,FALSE
12483,75,FALSE
12517,75,FALSE
12568,75,TRUE
12806,75,TRUE
12831,75,FALSE
12995,75,TRUE
13110,75,TRUE
13170,75,FALSE
13219,75,FALSE
13300,75,FALSE
13455,75,TRUE
13529,75,TRUE
13816,75,FALSE
13880,75,TRUE
13951,75,FALSE
13994,75,TRUE
14037,75,FALSE
14179,75,FALSE
14190,75,FALSE
14217,75,TRUE
14430,75,FALSE
14656,75,FALSE
14659,75,FALSE
14925,75,TRUE
15006,75,FALSE
15028,75,FALSE
15035,75,TRUE
15056,75,FALSE
15064,75,TRUE
15068,75,TRUE
15104,75,FALSE
15351,75,TRUE
15457,75,TRUE
15459,75,FALSE
15489,75,FALSE
15735,75,TRUE
15795,75,FALSE
15829,75,TRUE
15856,75,TRUE
15882,75,FALSE
15937,75,FALSE
15954,75,FALSE
16666,75,FALSE
16851,75,TRUE
16979,75,FALSE
16983,75,TRUE
17022,75,TRUE
17080,75,TRUE
17141,75,FALSE
17199,75,TRUE
17224,75,FALSE
17339,75,TRUE
17474,75,FALSE
17535,75,FALSE
17783,75,TRUE
18020,75,FALSE
18160,75,TRUE
18171,75,TRUE
18325,75,FALSE
18382,75,FALSE
18487,75,TRUE
18622,75,TRUE
18891,75,TRUE
19261,75,FALSE
19333,75,FALSE
19337,75,TRUE
19390,75,FALSE
19452,75,TRUE
19485,75,TRUE
19641,75,FALSE
19659,75,TRUE
19749,75,FALSE
19847,75,TRUE
19954,75,TRUE
19970,75,FALSE
20051,75,FALSE
20113,75,TRUE
20189,75,FALSE
20404,75,TRUE
20432,75,TRUE
20497,75,TRUE
20501,75,TRUE
20701,75,FALSE
20799,75,FALSE
20899,75,FALSE
20990,75,FALSE
336,76,FALSE
541,76,FALSE
709,76,TRUE
758,76,TRUE
950,76,FALSE
1022,76,TRUE
1036,76,FALSE
1037,76,TRUE
1051,76,TRUE
1055,76,FALSE
1219,76,FALSE
1269,76,FALSE
1275,76,TRUE
1337,76,TRUE
1447,76,FALSE
1659,76,TRUE
1673,76,FALSE
1741,76,TRUE
1773,76,FALSE
1773,76,TRUE
1826,76,FALSE
1869,76,TRUE
1904,76,FALSE
2019,76,FALSE
2061,76,TRUE
2240,76,TRUE
2266,76,TRUE
2298,76,TRUE
2433,76,FALSE
2533,76,TRUE
2626,76,TRUE
2748,76,TRUE
2855,76,FALSE
2912,76,TRUE
2929,76,FALSE
2986,76,TRUE
3029,76,TRUE
3041,76,FALSE
3177,76,TRUE
3662,76,TRUE
3776,76,TRUE
3847,76,FALSE
3893,76,FALSE
3963,76,TRUE
4119,76,TRUE
4212,76,FALSE
4267,76,FALSE
4426,76,TRUE
4554,76,TRUE
4639,76,TRUE
4785,76,TRUE
4816,76,TRUE
4870,76,TRUE
5077,76,TRUE
5171,76,TRUE
5224,76,FALSE
5247,76,FALSE
5271,76,TRUE
5293,76,TRUE
5305,76,FALSE
5539,76,FALSE
6045,76,TRUE
6363,76,TRUE
6464,76,FALSE
6485,76,TRUE
6701,76,FALSE
6723,76,FALSE
6813,76,TRUE
6986,76,TRUE
7035,76,FALSE
7061,76,FALSE
7218,76,TRUE
7220,76,FALSE
7387,76,FALSE
7880,76,TRUE
8170,76,TRUE
8261,76,FALSE
8327,76,FALSE
8500,76,FALSE
8602,76,FALSE
8760,76,FALSE
9188,76,FALSE
9196,76,TRUE
9207,76,FALSE
9338,76,FALSE
9483,76,FALSE
9572,76,TRUE
9608,76,FALSE
9631,76,TRUE
9785,76,TRUE
9920,76,FALSE
9931,76,FALSE
10064,76,TRUE
10259,76,TRUE
10382,76,TRUE
10544,76,FALSE
10584,76,FALSE
10677,76,TRUE
10832,76,TRUE
10915,76,FALSE
10919,76,TRUE
10920,76,TRUE
10970,76,FALSE
11117,76,FALSE
11162,76,FALSE
11247,76,FALSE
11341,76,TRUE
11405,76,FALSE
11678,76,TRUE
11810,76,TRUE
