indexHome,ageyrs,male,indexSchool,indexBus,indexNH,indexGQ
21,18,TRUE,-1,102,-1,-1
21,18,FALSE,-1,-1,-1,-1
56,18,TRUE,-1,159,-1,-1
110,18,TRUE,-1,277,-1,-1
164,18,FALSE,-1,477,-1,-1
190,18,TRUE,-1,-1,-1,-1
238,18,TRUE,-1,-1,-1,-1
257,18,TRUE,-1,797,-1,-1
288,18,FALSE,-1,-1,-1,-1
295,18,TRUE,-1,-1,-1,-1
350,18,FALSE,-1,-1,-1,-1
353,18,FALSE,-1,-1,-1,-1
368,18,TRUE,-1,-1,-1,-1
378,18,FALSE,-1,-1,-1,-1
384,18,TRUE,-1,742,-1,-1
426,18,TRUE,-1,-1,-1,-1
437,18,FALSE,-1,444,-1,-1
478,18,FALSE,-1,-1,-1,-1
504,18,FALSE,-1,785,-1,-1
515,18,FALSE,-1,277,-1,-1
636,18,FALSE,-1,-1,-1,-1
656,18,FALSE,-1,796,-1,-1
677,18,FALSE,-1,-1,-1,-1
713,18,TRUE,-1,322,-1,-1
739,18,FALSE,-1,-1,-1,-1
795,18,TRUE,-1,168,-1,-1
879,18,FALSE,-1,-1,-1,-1
904,18,TRUE,-1,-1,-1,-1
956,18,FALSE,-1,-1,-1,-1
1004,18,FALSE,-1,449,-1,-1
1008,18,TRUE,-1,447,-1,-1
1046,18,TRUE,-1,-1,-1,-1
1126,18,FALSE,-1,274,-1,-1
1162,18,FALSE,-1,-1,-1,-1
1187,18,FALSE,-1,-1,-1,-1
1287,18,TRUE,-1,756,-1,-1
1345,18,FALSE,-1,-1,-1,-1
1357,18,TRUE,-1,-1,-1,-1
1393,18,TRUE,-1,-1,-1,-1
1395,18,TRUE,-1,-1,-1,-1
1414,18,FALSE,-1,-1,-1,-1
1473,18,FALSE,-1,-1,-1,-1
1507,18,TRUE,-1,-1,-1,-1
1574,18,FALSE,80,-1,-1,-1
1612,18,FALSE,-1,-1,-1,-1
1626,18,FALSE,-1,-1,-1,-1
1629,18,TRUE,-1,579,-1,-1
1707,18,FALSE,-1,916,-1,-1
1714,18,TRUE,-1,854,-1,-1
1768,18,TRUE,-1,-1,-1,-1
1787,18,TRUE,67,-1,-1,-1
1819,18,FALSE,-1,-1,-1,-1
1877,18,FALSE,-1,244,-1,-1
1969,18,TRUE,69,-1,-1,-1
1976,18,TRUE,-1,-1,-1,-1
2028,18,FALSE,-1,560,-1,-1
2073,18,FALSE,-1,-1,-1,-1
2111,18,FALSE,-1,-1,-1,-1
2115,18,FALSE,-1,11,-1,-1
2115,18,FALSE,-1,-1,-1,-1
2134,18,FALSE,-1,666,-1,-1
2143,18,TRUE,-1,-1,-1,-1
2146,18,FALSE,-1,-1,-1,-1
2207,18,TRUE,-1,-1,-1,-1
2212,18,TRUE,-1,373,-1,-1
2234,18,FALSE,-1,253,-1,-1
2297,18,TRUE,-1,682,-1,-1
2312,18,TRUE,-1,-1,-1,-1
2398,18,FALSE,-1,-1,-1,-1
2463,18,FALSE,-1,-1,-1,-1
2476,18,TRUE,-1,531,-1,-1
2575,18,FALSE,-1,639,-1,-1
2603,18,TRUE,-1,-1,-1,-1
2687,18,FALSE,-1,757,-1,-1
2703,18,FALSE,-1,-1,-1,-1
2809,18,TRUE,-1,-1,-1,-1
2872,18,FALSE,-1,218,-1,-1
2880,18,FALSE,-1,-1,-1,-1
2891,18,TRUE,-1,-1,-1,-1
2912,18,TRUE,-1,-1,-1,-1
2947,18,FALSE,-1,672,-1,-1
2981,18,TRUE,-1,-1,-1,-1
2993,18,TRUE,-1,-1,-1,-1
3004,18,TRUE,-1,912,-1,-1
3008,18,TRUE,-1,-1,-1,-1
3099,18,TRUE,-1,-1,-1,-1
3119,18,TRUE,-1,-1,-1,-1
3123,18,FALSE,-1,-1,-1,-1
3130,18,FALSE,-1,906,-1,-1
