indexHome,ageyrs,male,indexSchool
18,0,TRUE,3
51,0,FALSE,3
56,0,FALSE,3
149,0,FALSE,3
343,0,TRUE,3
618,0,FALSE,4
1090,0,FALSE,6
1212,0,TRUE,6
1253,0,TRUE,8
1443,0,TRUE,8
1662,0,TRUE,11
1971,0,TRUE,11
2063,0,FALSE,11
2373,0,TRUE,13
2447,0,FALSE,13
2577,0,FALSE,16
2904,0,FALSE,16
3178,0,TRUE,19
3405,0,TRUE,19
3462,0,TRUE,19
3668,0,TRUE,20
3730,0,FALSE,20
3784,0,FALSE,20
3957,0,TRUE,20
4056,0,TRUE,20
4315,0,TRUE,23
4429,0,FALSE,23
4554,0,FALSE,25
4760,0,TRUE,25
4844,0,TRUE,27
5055,0,TRUE,27
5304,0,FALSE,28
5862,0,TRUE,32
6353,0,TRUE,32
6410,0,FALSE,32
6558,0,TRUE,33
6666,0,TRUE,33
6886,0,TRUE,36
6968,0,TRUE,36
7295,0,FALSE,36
7382,0,TRUE,36
7542,0,TRUE,38
7590,0,TRUE,38
7612,0,TRUE,38
7775,0,FALSE,38
7796,0,FALSE,38
7924,0,FALSE,41
7987,0,FALSE,41
7991,0,TRUE,41
8101,0,FALSE,41
8109,0,TRUE,42
8224,0,FALSE,42
8324,0,TRUE,42
8360,0,TRUE,42
8405,0,TRUE,42
8547,0,FALSE,44
8667,0,TRUE,44
8688,0,TRUE,44
8699,0,FALSE,44
8919,0,FALSE,45
9171,0,TRUE,45
9182,0,TRUE,45
9344,0,FALSE,49
9428,0,TRUE,49
9456,0,FALSE,50
9490,0,FALSE,50
9518,0,FALSE,50
9685,0,FALSE,50
9814,0,FALSE,50
9913,0,TRUE,51
9919,0,TRUE,51
9954,0,TRUE,51
10160,0,TRUE,51
10404,0,FALSE,54
10432,0,FALSE,54
10460,0,FALSE,54
10722,0,FALSE,56
10776,0,FALSE,56
11039,0,TRUE,58
11277,0,TRUE,58
11310,0,TRUE,58
11508,0,FALSE,60
11628,0,TRUE,60
11655,0,TRUE,60
11688,0,FALSE,60
11766,0,FALSE,60
11772,0,FALSE,62
11809,0,FALSE,62
11818,0,FALSE,62
11961,0,TRUE,62
12009,0,FALSE,62
12032,0,FALSE,62
12053,0,TRUE,62
12154,0,TRUE,64
12370,0,TRUE,64
12371,0,FALSE,64
12430,0,FALSE,64
12514,0,FALSE,67
12554,0,TRUE,67
12559,0,FALSE,67
12590,0,FALSE,67
12840,0,FALSE,68
13023,0,FALSE,68
13059,0,TRUE,68
13303,0,TRUE,68
13397,0,TRUE,69
13538,0,FALSE,69
13712,0,TRUE,72
13809,0,FALSE,72
14266,0,FALSE,74
14404,0,FALSE,74
14526,0,FALSE,74
14548,0,TRUE,74
14817,0,TRUE,77
14818,0,FALSE,77
14851,0,TRUE,77
14863,0,FALSE,77
14964,0,FALSE,77
15073,0,TRUE,77
15073,0,FALSE,77
15189,0,TRUE,79
15214,0,TRUE,79
15338,0,TRUE,79
15450,0,TRUE,80
15475,0,FALSE,80
15597,0,TRUE,80
15785,0,TRUE,80
16046,0,FALSE,84
16163,0,TRUE,84
16565,0,FALSE,85
16925,0,TRUE,87
16989,0,FALSE,87
16989,0,FALSE,87
17145,0,FALSE,90
17279,0,TRUE,90
17535,0,FALSE,90
17558,0,FALSE,91
17584,0,FALSE,91
17864,0,TRUE,91
17924,0,TRUE,91
18023,0,FALSE,93
18027,0,TRUE,93
18132,0,FALSE,93
18247,0,TRUE,93
18471,0,FALSE,96
18611,0,TRUE,96
18661,0,FALSE,96
18820,0,TRUE,96
18873,0,TRUE,98
