indexNH,ageyrs,male
2,65,FALSE
3,65,TRUE
5,65,FALSE
5,65,TRUE
5,65,TRUE
0,66,FALSE
1,66,FALSE
2,66,FALSE
2,66,FALSE
0,67,TRUE
0,67,TRUE
2,67,FALSE
2,67,FALSE
4,67,FALSE
0,68,FALSE
0,68,FALSE
1,68,TRUE
2,68,FALSE
4,68,TRUE
3,69,TRUE
3,70,TRUE
3,70,TRUE
5,70,TRUE
0,71,TRUE
1,71,FALSE
3,71,FALSE
4,71,TRUE
1,72,TRUE
1,72,FALSE
2,72,FALSE
3,72,FALSE
3,73,TRUE
3,73,FALSE
1,74,TRUE
3,74,TRUE
4,74,FALSE
5,74,TRUE
0,75,TRUE
0,75,TRUE
1,75,TRUE
1,75,FALSE
4,75,TRUE
4,75,TRUE
5,75,FALSE
4,76,TRUE
5,76,FALSE
1,77,TRUE
4,77,TRUE
5,77,TRUE
0,78,FALSE
0,78,TRUE
3,78,TRUE
5,78,TRUE
5,78,TRUE
2,81,FALSE
0,82,TRUE
1,83,TRUE
0,84,TRUE
1,84,TRUE
3,84,FALSE
4,84,FALSE
0,85,FALSE
1,85,TRUE
1,85,FALSE
2,85,TRUE
3,85,FALSE
4,85,TRUE
0,86,FALSE
3,87,TRUE
4,87,FALSE
4,87,TRUE
0,88,FALSE
1,88,TRUE
4,88,FALSE
4,88,FALSE
5,88,TRUE
2,89,TRUE
3,89,FALSE
0,90,FALSE
1,90,FALSE
1,90,FALSE
0,91,TRUE
2,91,FALSE
2,91,FALSE
3,91,FALSE
0,92,FALSE
0,92,TRUE
1,92,TRUE
1,92,FALSE
2,92,FALSE
4,92,TRUE
4,92,TRUE
5,92,FALSE
5,92,FALSE
0,93,FALSE
1,93,FALSE
1,93,TRUE
2,93,FALSE
4,93,FALSE
3,94,FALSE
4,94,FALSE
5,94,FALSE
5,94,FALSE
2,95,FALSE
2,95,FALSE
2,95,FALSE
3,96,FALSE
3,96,TRUE
2,97,TRUE
2,97,TRUE
5,97,TRUE
3,98,FALSE
3,98,TRUE
4,98,FALSE
5,98,FALSE
2,99,TRUE
4,99,TRUE
5,99,TRUE
5,99,TRUE
5,99,TRUE
