indexHome,ageyrs,male,indexSchool,indexBus,indexNH,indexGQ
6,18,TRUE,-1,697,-1,-1
31,18,TRUE,-1,441,-1,-1
58,18,TRUE,-1,-1,-1,-1
160,18,FALSE,-1,623,-1,-1
179,18,TRUE,-1,269,-1,-1
188,18,FALSE,-1,900,-1,-1
329,18,FALSE,-1,-1,-1,-1
407,18,TRUE,-1,-1,-1,-1
678,18,FALSE,-1,600,-1,-1
686,18,TRUE,-1,-1,-1,-1
707,18,FALSE,52,716,-1,-1
711,18,FALSE,-1,-1,-1,-1
822,18,FALSE,-1,-1,-1,-1
851,18,FALSE,-1,589,-1,-1
903,18,TRUE,-1,431,-1,-1
969,18,TRUE,-1,417,-1,-1
1050,18,FALSE,-1,-1,-1,-1
1080,18,FALSE,-1,-1,-1,-1
1129,18,TRUE,-1,-1,-1,-1
1154,18,FALSE,-1,848,-1,-1
1187,18,FALSE,-1,-1,-1,-1
1247,18,FALSE,-1,-1,-1,-1
1254,18,TRUE,-1,686,-1,-1
1274,18,TRUE,-1,-1,-1,-1
1337,18,FALSE,-1,-1,-1,-1
1360,18,FALSE,-1,-1,-1,-1
1381,18,TRUE,-1,457,-1,-1
1477,18,TRUE,-1,972,-1,-1
1479,18,FALSE,-1,-1,-1,-1
1483,18,TRUE,-1,403,-1,-1
1486,18,TRUE,-1,753,-1,-1
1560,18,FALSE,-1,-1,-1,-1
1563,18,FALSE,-1,-1,-1,-1
1573,18,FALSE,-1,185,-1,-1
1612,18,TRUE,-1,774,-1,-1
1641,18,FALSE,-1,495,-1,-1
1644,18,TRUE,-1,-1,-1,-1
1708,18,TRUE,-1,-1,-1,-1
1758,18,FALSE,-1,891,-1,-1
1765,18,FALSE,-1,-1,-1,-1
1768,18,FALSE,-1,-1,-1,-1
1804,18,FALSE,-1,-1,-1,-1
1897,18,TRUE,-1,-1,-1,-1
1932,18,TRUE,-1,-1,-1,-1
2074,18,FALSE,-1,912,-1,-1
2078,18,FALSE,-1,453,-1,-1
2116,18,FALSE,-1,289,-1,-1
2130,18,FALSE,-1,-1,-1,-1
2131,18,TRUE,-1,-1,-1,-1
2223,18,TRUE,-1,-1,-1,-1
2269,18,FALSE,-1,279,-1,-1
2325,18,TRUE,-1,-1,-1,-1
2335,18,FALSE,-1,553,-1,-1
2336,18,TRUE,-1,-1,-1,-1
2379,18,FALSE,-1,-1,-1,-1
2413,18,TRUE,0,67,-1,-1
2491,18,FALSE,-1,-1,-1,-1
2510,18,TRUE,-1,-1,-1,-1
2524,18,TRUE,-1,67,-1,-1
2614,18,FALSE,-1,853,-1,-1
2663,18,FALSE,-1,-1,-1,-1
2667,18,FALSE,-1,-1,-1,-1
2690,18,FALSE,-1,-1,-1,-1
2712,18,TRUE,-1,873,-1,-1
2727,18,TRUE,-1,-1,-1,-1
2754,18,FALSE,-1,938,-1,-1
2802,18,TRUE,-1,-1,-1,-1
2818,18,FALSE,-1,964,-1,-1
2831,18,TRUE,-1,-1,-1,-1
2885,18,TRUE,-1,-1,-1,-1
2893,18,TRUE,-1,-1,-1,-1
2943,18,TRUE,-1,-1,-1,-1
2944,18,FALSE,-1,-1,-1,-1
2947,18,FALSE,-1,-1,-1,-1
2968,18,TRUE,-1,-1,-1,-1
2986,18,TRUE,-1,-1,-1,-1
3005,18,TRUE,-1,-1,-1,-1
3021,18,FALSE,-1,924,-1,-1
3033,18,TRUE,-1,-1,-1,-1
3051,18,TRUE,-1,-1,-1,-1
3131,18,TRUE,-1,918,-1,-1
3132,18,FALSE,-1,143,-1,-1
3261,18,TRUE,-1,-1,-1,-1
3392,18,FALSE,-1,364,-1,-1
3410,18,TRUE,-1,-1,-1,-1
3474,18,FALSE,-1,722,-1,-1
3511,18,TRUE,-1,-1,-1,-1
3514,18,TRUE,-1,-1,-1,-1
3564,18,FALSE,-1,-1,-1,-1
3571,18,FALSE,-1,-1,-1,-1
3758,18,TRUE,-1,188,-1,-1
3792,18,TRUE,-1,-1,-1,-1
3795,18,FALSE,-1,-1,-1,-1
3826,18,FALSE,-1,-1,-1,-1
3883,18,TRUE,-1,-1,-1,-1
3994,18,TRUE,-1,69,-1,-1
4006,18,FALSE,-1,63,-1,-1
4013,18,FALSE,-1,-1,-1,-1
4088,18,FALSE,-1,-1,-1,-1
4101,18,FALSE,-1,-1,-1,-1
4104,18,FALSE,-1,-1,-1,-1
4154,18,FALSE,-1,-1,-1,-1
4214,18,TRUE,-1,576,-1,-1
4228,18,FALSE,-1,-1,-1,-1
4237,18,FALSE,-1,138,-1,-1
4262,18,TRUE,-1,333,-1,-1
4267,18,FALSE,-1,346,-1,-1
4277,18,TRUE,-1,-1,-1,-1
4306,18,FALSE,-1,634,-1,-1
4327,18,FALSE,-1,-1,-1,-1
4335,18,TRUE,-1,-1,-1,-1
4377,18,TRUE,-1,-1,-1,-1
4499,18,TRUE,-1,-1,-1,-1
4558,18,FALSE,-1,289,-1,-1
4627,18,TRUE,-1,-1,-1,-1
4665,18,FALSE,-1,-1,-1,-1
4860,18,TRUE,-1,108,-1,-1
4968,18,TRUE,-1,951,-1,-1
5094,18,TRUE,-1,870,-1,-1
5126,18,TRUE,-1,-1,-1,-1
5136,18,FALSE,-1,-1,-1,-1
5162,18,FALSE,-1,965,-1,-1
5164,18,FALSE,-1,-1,-1,-1
5191,18,TRUE,-1,-1,-1,-1
5221,18,TRUE,-1,-1,-1,-1
5222,18,TRUE,-1,272,-1,-1
5273,18,TRUE,-1,-1,-1,-1
5306,18,FALSE,-1,-1,-1,-1
5322,18,TRUE,-1,-1,-1,-1
5352,18,FALSE,-1,441,-1,-1
5382,18,FALSE,-1,-1,-1,-1
5395,18,TRUE,-1,789,-1,-1
5449,18,FALSE,57,-1,-1,-1
5500,18,FALSE,-1,493,-1,-1
5561,18,FALSE,-1,-1,-1,-1
5626,18,TRUE,-1,-1,-1,-1
5675,18,TRUE,-1,-1,-1,-1
5695,18,TRUE,-1,-1,-1,-1
5803,18,FALSE,-1,-1,-1,-1
5808,18,TRUE,-1,-1,-1,-1
5809,18,FALSE,-1,364,-1,-1
5830,18,TRUE,-1,494,-1,-1
5862,18,FALSE,-1,400,-1,-1
5880,18,FALSE,-1,519,-1,-1
5887,18,FALSE,-1,-1,-1,-1
5980,18,FALSE,-1,-1,-1,-1
6014,18,TRUE,-1,7,-1,-1
6030,18,FALSE,-1,91,-1,-1
6056,18,TRUE,-1,-1,-1,-1
6193,18,TRUE,-1,-1,-1,-1
6245,18,FALSE,-1,-1,-1,-1
6357,18,TRUE,-1,667,-1,-1
6359,18,FALSE,-1,-1,-1,-1
6369,18,TRUE,-1,-1,-1,-1
6396,18,TRUE,-1,-1,-1,-1
6404,18,FALSE,-1,-1,-1,-1
6426,18,TRUE,-1,462,-1,-1
6443,18,TRUE,-1,-1,-1,-1
6490,18,TRUE,-1,-1,-1,-1
6493,18,TRUE,-1,397,-1,-1
6569,18,FALSE,-1,-1,-1,-1
6590,18,TRUE,-1,-1,-1,-1
6623,18,TRUE,-1,-1,-1,-1
6641,18,TRUE,-1,-1,-1,-1
6754,18,FALSE,-1,-1,-1,-1
6788,18,TRUE,-1,906,-1,-1
6801,18,FALSE,-1,-1,0,-1
6824,18,FALSE,-1,-1,-1,-1
6846,18,TRUE,-1,-1,-1,-1
6863,18,TRUE,-1,-1,-1,-1
6867,18,FALSE,-1,-1,-1,-1
6906,18,TRUE,-1,-1,-1,-1
6919,18,FALSE,-1,-1,-1,-1
6928,18,FALSE,-1,918,-1,-1
6949,18,FALSE,-1,-1,-1,-1
7007,18,TRUE,-1,-1,-1,-1
7018,18,FALSE,-1,-1,-1,-1
7170,18,FALSE,-1,-1,-1,-1
7185,18,TRUE,-1,886,-1,-1
7192,18,TRUE,-1,62,-1,-1
7228,18,FALSE,-1,-1,-1,-1
7228,18,TRUE,-1,-1,-1,-1
7343,18,TRUE,-1,-1,-1,-1
7347,18,FALSE,-1,-1,-1,-1
7372,18,FALSE,-1,-1,-1,-1
7401,18,FALSE,-1,-1,-1,-1
7446,18,FALSE,-1,279,-1,-1
7508,18,FALSE,-1,-1,-1,-1
7527,18,TRUE,-1,-1,-1,-1
7547,18,FALSE,-1,-1,-1,-1
7612,18,FALSE,-1,-1,-1,-1
7686,18,FALSE,-1,-1,-1,-1
7690,18,TRUE,-1,601,-1,-1
7695,18,FALSE,-1,75,-1,-1
7726,18,FALSE,-1,-1,-1,-1
7729,18,FALSE,-1,-1,-1,-1
7738,18,TRUE,-1,-1,-1,-1
7750,18,FALSE,-1,-1,-1,-1
7779,18,FALSE,-1,836,-1,-1
7855,18,FALSE,-1,-1,-1,-1
7908,18,FALSE,-1,-1,-1,-1
8011,18,TRUE,-1,-1,-1,-1
8050,18,FALSE,-1,-1,-1,-1
8092,18,FALSE,-1,559,-1,-1
8095,18,TRUE,-1,-1,-1,-1
8198,18,FALSE,-1,-1,-1,-1
8342,18,TRUE,-1,-1,-1,-1
8379,18,FALSE,-1,-1,-1,-1
8473,18,TRUE,-1,-1,-1,-1
8606,18,TRUE,9,-1,-1,-1
8623,18,TRUE,-1,930,-1,-1
8664,18,TRUE,-1,-1,-1,-1
8691,18,TRUE,-1,-1,-1,-1
8756,18,TRUE,-1,-1,-1,-1
8819,18,FALSE,-1,-1,-1,-1
8844,18,TRUE,-1,-1,-1,-1
8870,18,TRUE,-1,917,-1,-1
8891,18,TRUE,-1,-1,-1,-1
8921,18,TRUE,-1,-1,-1,-1
8921,18,FALSE,-1,868,-1,-1
9017,18,TRUE,-1,-1,-1,-1
9039,18,FALSE,-1,476,-1,-1
9091,18,FALSE,-1,-1,-1,-1
9095,18,TRUE,-1,-1,-1,-1
9112,18,FALSE,-1,-1,-1,-1
9234,18,FALSE,-1,-1,-1,-1
9272,18,TRUE,-1,-1,-1,-1
9274,18,FALSE,-1,704,-1,-1
9322,18,FALSE,-1,-1,-1,-1
9326,18,FALSE,-1,-1,-1,-1
9341,18,TRUE,-1,-1,-1,-1
9386,18,TRUE,-1,-1,-1,-1
9402,18,FALSE,-1,144,-1,-1
9435,18,TRUE,-1,-1,-1,-1
9441,18,FALSE,-1,-1,-1,-1
9461,18,FALSE,-1,709,-1,-1
9469,18,TRUE,-1,-1,-1,-1
9496,18,FALSE,-1,-1,-1,-1
9515,18,TRUE,-1,-1,-1,-1
9539,18,TRUE,-1,-1,-1,-1
9566,18,TRUE,-1,-1,-1,-1
9612,18,FALSE,-1,-1,-1,-1
9671,18,FALSE,-1,538,-1,-1
9678,18,TRUE,-1,-1,-1,-1
9697,18,FALSE,-1,-1,-1,-1
9706,18,FALSE,-1,-1,-1,-1
9788,18,TRUE,-1,135,-1,-1
9856,18,TRUE,-1,462,-1,-1
9868,18,TRUE,-1,-1,-1,-1
9884,18,FALSE,-1,-1,-1,-1
9897,18,FALSE,-1,-1,-1,-1
9916,18,FALSE,-1,-1,-1,-1
9917,18,FALSE,-1,-1,-1,-1
9986,18,FALSE,-1,-1,-1,-1
9997,18,FALSE,-1,-1,-1,-1
10043,18,FALSE,-1,-1,-1,-1
10082,18,FALSE,-1,316,-1,-1
10098,18,TRUE,-1,431,-1,-1
10169,18,FALSE,-1,-1,-1,-1
10180,18,TRUE,-1,-1,-1,-1
10185,18,TRUE,-1,-1,-1,-1
10190,18,TRUE,-1,-1,-1,-1
10228,18,TRUE,-1,-1,-1,-1
10287,18,TRUE,-1,-1,-1,-1
10305,18,TRUE,-1,-1,-1,-1
10342,18,TRUE,-1,-1,-1,-1
10388,18,FALSE,-1,239,-1,-1
10423,18,TRUE,-1,-1,-1,-1
10476,18,TRUE,-1,-1,-1,-1
10515,18,FALSE,-1,-1,-1,-1
10664,18,TRUE,-1,-1,-1,-1
10699,18,TRUE,-1,-1,-1,-1
10716,18,FALSE,-1,709,-1,-1
10759,18,FALSE,-1,-1,-1,-1
10779,18,TRUE,-1,-1,-1,-1
10802,18,FALSE,-1,-1,-1,-1
10811,18,TRUE,-1,340,-1,-1
10828,18,TRUE,-1,919,-1,-1
10838,18,FALSE,-1,-1,-1,-1
10857,18,FALSE,-1,-1,-1,-1
10869,18,TRUE,-1,776,-1,-1
10926,18,TRUE,-1,-1,-1,-1
10982,18,TRUE,-1,-1,-1,-1
11006,18,FALSE,-1,443,-1,-1
11073,18,FALSE,-1,-1,-1,-1
11156,18,TRUE,-1,185,-1,-1
11169,18,TRUE,-1,464,-1,-1
11270,18,TRUE,-1,-1,-1,-1
11325,18,FALSE,-1,538,-1,-1
11384,18,FALSE,-1,513,-1,-1
11479,18,TRUE,-1,724,-1,-1
11538,18,FALSE,-1,-1,-1,-1
11576,18,TRUE,-1,-1,-1,-1
11672,18,TRUE,-1,-1,-1,-1
11676,18,TRUE,-1,-1,-1,-1
11709,18,TRUE,-1,884,-1,-1
11766,18,FALSE,-1,646,-1,-1
11801,18,TRUE,-1,816,-1,-1
11865,18,FALSE,-1,106,-1,-1
11969,18,TRUE,-1,-1,-1,-1
11982,18,FALSE,-1,-1,-1,-1
11986,18,TRUE,-1,-1,-1,-1
11992,18,TRUE,-1,956,-1,-1
12010,18,FALSE,-1,889,-1,-1
12089,18,TRUE,-1,-1,-1,-1
12106,18,FALSE,-1,-1,-1,-1
12112,18,FALSE,-1,-1,-1,-1
12247,18,TRUE,-1,291,-1,-1
12299,18,FALSE,-1,-1,-1,-1
12342,18,FALSE,-1,-1,-1,-1
12420,18,TRUE,-1,-1,-1,-1
12448,18,TRUE,-1,-1,-1,-1
12516,18,FALSE,-1,-1,-1,-1
12553,18,TRUE,-1,-1,-1,-1
12599,18,TRUE,-1,946,-1,-1
12620,18,TRUE,-1,-1,-1,-1
12627,18,FALSE,-1,345,-1,-1
12680,18,TRUE,-1,-1,-1,-1
12703,18,TRUE,-1,-1,-1,-1
12718,18,TRUE,-1,-1,-1,-1
12724,18,TRUE,-1,-1,-1,-1
12759,18,TRUE,-1,-1,-1,-1
12805,18,FALSE,-1,-1,-1,-1
12813,18,TRUE,-1,-1,-1,-1
12928,18,FALSE,-1,-1,-1,-1
12966,18,FALSE,-1,457,-1,-1
12990,18,FALSE,-1,-1,-1,-1
13011,18,TRUE,-1,138,-1,-1
13012,18,TRUE,-1,-1,-1,-1
13015,18,TRUE,-1,-1,-1,-1
13046,18,TRUE,-1,286,-1,-1
13073,18,TRUE,-1,-1,-1,-1
13142,18,TRUE,-1,-1,-1,-1
13144,18,FALSE,-1,-1,-1,-1
13176,18,TRUE,-1,-1,-1,-1
13208,18,FALSE,-1,-1,-1,-1
13248,18,TRUE,-1,-1,-1,-1
13259,18,FALSE,-1,492,-1,-1
13267,18,FALSE,-1,-1,-1,-1
13295,18,FALSE,-1,613,-1,-1
13314,18,FALSE,-1,-1,-1,-1
13352,18,TRUE,-1,120,-1,-1
13417,18,FALSE,-1,249,-1,-1
13424,18,TRUE,-1,886,-1,-1
13488,18,FALSE,-1,476,-1,-1
13500,18,TRUE,-1,-1,-1,-1
