indexNH,ageyrs,male
0,65,FALSE
1,65,TRUE
1,65,TRUE
1,65,TRUE
1,65,FALSE
2,65,TRUE
4,65,FALSE
4,65,FALSE
5,65,FALSE
1,66,TRUE
2,66,FALSE
4,66,TRUE
5,66,FALSE
5,66,FALSE
5,66,TRUE
0,67,FALSE
3,67,TRUE
3,67,FALSE
3,67,FALSE
0,68,FALSE
0,68,FALSE
0,68,TRUE
0,68,TRUE
1,68,FALSE
3,68,TRUE
5,68,FALSE
0,69,FALSE
1,69,FALSE
5,69,FALSE
4,70,FALSE
1,71,FALSE
5,71,FALSE
0,72,FALSE
2,72,TRUE
0,73,TRUE
0,73,TRUE
3,73,TRUE
3,73,FALSE
4,73,FALSE
5,73,FALSE
0,74,FALSE
0,74,TRUE
1,74,FALSE
1,74,FALSE
3,74,FALSE
5,74,FALSE
2,75,FALSE
5,75,FALSE
3,76,FALSE
4,76,FALSE
1,77,TRUE
2,77,FALSE
4,77,TRUE
5,77,FALSE
0,78,TRUE
2,78,TRUE
4,78,TRUE
3,80,TRUE
0,81,FALSE
3,81,TRUE
5,81,FALSE
2,83,FALSE
5,83,TRUE
1,84,FALSE
1,84,TRUE
3,84,FALSE
4,84,TRUE
5,84,FALSE
0,85,TRUE
2,85,FALSE
5,85,TRUE
1,87,FALSE
1,87,FALSE
2,87,FALSE
4,87,FALSE
1,88,FALSE
1,88,FALSE
1,88,TRUE
1,88,TRUE
2,88,FALSE
3,88,TRUE
2,89,TRUE
5,89,FALSE
2,90,FALSE
2,90,FALSE
3,90,FALSE
4,90,TRUE
0,91,TRUE
2,91,FALSE
4,91,TRUE
5,91,TRUE
2,92,FALSE
2,92,TRUE
3,92,TRUE
5,92,FALSE
0,93,FALSE
3,93,TRUE
4,93,TRUE
5,93,FALSE
0,94,FALSE
2,94,TRUE
3,94,FALSE
3,94,TRUE
3,95,FALSE
4,95,FALSE
2,96,FALSE
3,96,TRUE
4,96,FALSE
4,96,FALSE
0,97,FALSE
1,97,TRUE
4,97,FALSE
2,98,TRUE
4,98,FALSE
4,98,TRUE
0,99,FALSE
2,99,TRUE
3,99,TRUE
4,99,TRUE
5,99,FALSE
