indexGQ,ageyrs,male
2,18,FALSE
3,18,TRUE
7,18,FALSE
7,18,TRUE
9,18,FALSE
9,18,TRUE
9,18,TRUE
10,18,TRUE
10,18,TRUE
10,18,TRUE
16,18,TRUE
19,18,TRUE
21,18,TRUE
21,18,TRUE
31,18,TRUE
0,19,FALSE
1,19,TRUE
3,19,TRUE
3,19,TRUE
4,19,TRUE
9,19,FALSE
9,19,TRUE
10,19,TRUE
18,19,TRUE
23,19,TRUE
24,19,TRUE
24,19,TRUE
26,19,TRUE
27,19,TRUE
27,19,TRUE
28,19,TRUE
4,20,TRUE
11,20,TRUE
20,20,TRUE
21,20,TRUE
21,20,TRUE
25,20,TRUE
25,20,TRUE
27,20,TRUE
29,20,TRUE
30,20,TRUE
33,20,TRUE
0,21,FALSE
2,21,TRUE
5,21,TRUE
9,21,FALSE
9,21,TRUE
12,21,TRUE
13,21,TRUE
18,21,TRUE
22,21,TRUE
7,22,TRUE
7,22,TRUE
9,22,TRUE
9,22,TRUE
13,22,TRUE
17,22,TRUE
27,22,TRUE
30,22,TRUE
0,23,FALSE
4,23,TRUE
4,23,TRUE
5,23,TRUE
16,23,TRUE
21,23,TRUE
23,23,TRUE
24,23,TRUE
24,23,TRUE
26,23,TRUE
26,23,TRUE
27,23,TRUE
30,23,TRUE
30,23,TRUE
31,23,TRUE
33,23,TRUE
0,24,TRUE
2,24,FALSE
3,24,TRUE
6,24,TRUE
6,24,TRUE
7,24,FALSE
11,24,TRUE
12,24,TRUE
12,24,TRUE
15,24,TRUE
19,24,TRUE
23,24,TRUE
25,24,TRUE
26,24,TRUE
28,24,TRUE
32,24,TRUE
32,24,TRUE
0,25,FALSE
0,25,TRUE
4,25,TRUE
4,25,TRUE
5,25,TRUE
6,25,TRUE
6,25,TRUE
7,25,FALSE
7,25,TRUE
11,25,TRUE
15,25,TRUE
17,25,TRUE
17,25,TRUE
27,25,TRUE
30,25,TRUE
31,25,TRUE
32,25,TRUE
33,25,TRUE
0,26,FALSE
1,26,TRUE
5,26,TRUE
7,26,FALSE
9,26,FALSE
9,26,TRUE
13,26,TRUE
14,26,TRUE
15,26,TRUE
17,26,TRUE
21,26,TRUE
23,26,TRUE
27,26,TRUE
28,26,TRUE
28,26,TRUE
29,26,TRUE
31,26,TRUE
31,26,TRUE
33,26,TRUE
0,27,FALSE
0,27,TRUE
2,27,FALSE
2,27,FALSE
2,27,FALSE
2,27,TRUE
6,27,TRUE
8,27,TRUE
8,27,TRUE
9,27,TRUE
12,27,TRUE
13,27,TRUE
14,27,TRUE
14,27,TRUE
15,27,TRUE
16,27,TRUE
16,27,TRUE
16,27,TRUE
16,27,TRUE
17,27,TRUE
20,27,TRUE
22,27,TRUE
23,27,TRUE
24,27,TRUE
25,27,TRUE
28,27,TRUE
30,27,TRUE
30,27,TRUE
31,27,TRUE
2,28,FALSE
3,28,TRUE
5,28,TRUE
6,28,TRUE
7,28,FALSE
8,28,TRUE
9,28,FALSE
9,28,TRUE
12,28,TRUE
14,28,TRUE
14,28,TRUE
17,28,TRUE
17,28,TRUE
17,28,TRUE
22,28,TRUE
22,28,TRUE
23,28,TRUE
24,28,TRUE
26,28,TRUE
27,28,TRUE
28,28,TRUE
29,28,TRUE
31,28,TRUE
8,29,TRUE
9,29,FALSE
10,29,TRUE
10,29,TRUE
11,29,TRUE
11,29,TRUE
13,29,TRUE
13,29,TRUE
14,29,TRUE
15,29,TRUE
17,29,TRUE
18,29,TRUE
19,29,TRUE
19,29,TRUE
22,29,TRUE
22,29,TRUE
27,29,TRUE
33,29,TRUE
0,30,TRUE
1,30,TRUE
3,30,TRUE
7,30,FALSE
8,30,TRUE
9,30,FALSE
9,30,TRUE
14,30,TRUE
28,30,TRUE
31,30,TRUE
0,31,TRUE
1,31,TRUE
1,31,TRUE
7,31,FALSE
7,31,FALSE
7,31,FALSE
7,31,TRUE
8,31,TRUE
8,31,TRUE
12,31,TRUE
12,31,TRUE
15,31,TRUE
17,31,TRUE
17,31,TRUE
22,31,TRUE
24,31,TRUE
25,31,TRUE
27,31,TRUE
28,31,TRUE
31,31,TRUE
0,32,TRUE
2,32,FALSE
2,32,FALSE
2,32,TRUE
3,32,TRUE
3,32,TRUE
7,32,TRUE
10,32,TRUE
12,32,TRUE
12,32,TRUE
15,32,TRUE
16,32,TRUE
20,32,TRUE
20,32,TRUE
21,32,TRUE
21,32,TRUE
22,32,TRUE
22,32,TRUE
24,32,TRUE
25,32,TRUE
28,32,TRUE
33,32,TRUE
2,33,TRUE
5,33,TRUE
7,33,FALSE
8,33,TRUE
8,33,TRUE
9,33,FALSE
9,33,TRUE
10,33,TRUE
10,33,TRUE
13,33,TRUE
13,33,TRUE
14,33,TRUE
16,33,TRUE
16,33,TRUE
17,33,TRUE
23,33,TRUE
25,33,TRUE
26,33,TRUE
31,33,TRUE
32,33,TRUE
2,34,TRUE
2,34,TRUE
4,34,TRUE
6,34,TRUE
7,34,TRUE
9,34,FALSE
9,34,FALSE
11,34,TRUE
15,34,TRUE
16,34,TRUE
16,34,TRUE
23,34,TRUE
23,34,TRUE
24,34,TRUE
25,34,TRUE
25,34,TRUE
25,34,TRUE
26,34,TRUE
26,34,TRUE
27,34,TRUE
29,34,TRUE
31,34,TRUE
0,35,TRUE
2,35,FALSE
2,35,FALSE
4,35,TRUE
6,35,TRUE
8,35,TRUE
9,35,FALSE
9,35,TRUE
10,35,TRUE
11,35,TRUE
11,35,TRUE
11,35,TRUE
12,35,TRUE
13,35,TRUE
15,35,TRUE
15,35,TRUE
16,35,TRUE
18,35,TRUE
18,35,TRUE
19,35,TRUE
21,35,TRUE
29,35,TRUE
31,35,TRUE
0,36,FALSE
0,36,FALSE
0,36,TRUE
0,36,TRUE
1,36,TRUE
2,36,TRUE
5,36,TRUE
7,36,FALSE
7,36,TRUE
11,36,TRUE
12,36,TRUE
12,36,TRUE
13,36,TRUE
17,36,TRUE
17,36,TRUE
18,36,TRUE
18,36,TRUE
21,36,TRUE
27,36,TRUE
29,36,TRUE
0,37,TRUE
0,37,TRUE
0,37,TRUE
1,37,TRUE
2,37,TRUE
6,37,TRUE
8,37,TRUE
9,37,FALSE
10,37,TRUE
11,37,TRUE
13,37,TRUE
14,37,TRUE
19,37,TRUE
19,37,TRUE
20,37,TRUE
20,37,TRUE
27,37,TRUE
0,38,FALSE
1,38,TRUE
2,38,TRUE
5,38,TRUE
5,38,TRUE
7,38,TRUE
8,38,TRUE
9,38,TRUE
10,38,TRUE
11,38,TRUE
15,38,TRUE
16,38,TRUE
19,38,TRUE
19,38,TRUE
21,38,TRUE
23,38,TRUE
26,38,TRUE
29,38,TRUE
29,38,TRUE
29,38,TRUE
29,38,TRUE
31,38,TRUE
0,39,FALSE
2,39,TRUE
2,39,TRUE
3,39,TRUE
3,39,TRUE
4,39,TRUE
5,39,TRUE
6,39,TRUE
8,39,TRUE
9,39,TRUE
10,39,TRUE
13,39,TRUE
14,39,TRUE
15,39,TRUE
15,39,TRUE
21,39,TRUE
22,39,TRUE
22,39,TRUE
23,39,TRUE
24,39,TRUE
26,39,TRUE
28,39,TRUE
29,39,TRUE
33,39,TRUE
0,40,FALSE
2,40,FALSE
4,40,TRUE
7,40,TRUE
7,40,TRUE
9,40,FALSE
10,40,TRUE
11,40,TRUE
14,40,TRUE
20,40,TRUE
21,40,TRUE
30,40,TRUE
0,41,FALSE
2,41,TRUE
3,41,TRUE
9,41,TRUE
10,41,TRUE
15,41,TRUE
17,41,TRUE
20,41,TRUE
22,41,TRUE
26,41,TRUE
26,41,TRUE
28,41,TRUE
30,41,TRUE
30,41,TRUE
31,41,TRUE
33,41,TRUE
1,42,TRUE
1,42,TRUE
2,42,FALSE
2,42,FALSE
3,42,TRUE
6,42,TRUE
7,42,TRUE
13,42,TRUE
15,42,TRUE
18,42,TRUE
19,42,TRUE
20,42,TRUE
20,42,TRUE
20,42,TRUE
22,42,TRUE
29,42,TRUE
31,42,TRUE
32,42,TRUE
33,42,TRUE
0,43,TRUE
7,43,TRUE
7,43,TRUE
9,43,TRUE
11,43,TRUE
13,43,TRUE
18,43,TRUE
20,43,TRUE
21,43,TRUE
24,43,TRUE
24,43,TRUE
31,43,TRUE
33,43,TRUE
0,44,TRUE
2,44,TRUE
8,44,TRUE
8,44,TRUE
10,44,TRUE
18,44,TRUE
19,44,TRUE
25,44,TRUE
26,44,TRUE
28,44,TRUE
28,44,TRUE
30,44,TRUE
2,45,TRUE
3,45,TRUE
3,45,TRUE
5,45,TRUE
6,45,TRUE
9,45,FALSE
9,45,TRUE
13,45,TRUE
14,45,TRUE
20,45,TRUE
22,45,TRUE
24,45,TRUE
28,45,TRUE
28,45,TRUE
29,45,TRUE
30,45,TRUE
31,45,TRUE
31,45,TRUE
32,45,TRUE
0,46,TRUE
1,46,TRUE
2,46,FALSE
2,46,TRUE
4,46,TRUE
4,46,TRUE
4,46,TRUE
6,46,TRUE
8,46,TRUE
11,46,TRUE
15,46,TRUE
17,46,TRUE
21,46,TRUE
23,46,TRUE
25,46,TRUE
26,46,TRUE
27,46,TRUE
27,46,TRUE
33,46,TRUE
2,47,FALSE
2,47,TRUE
3,47,TRUE
4,47,TRUE
7,47,TRUE
7,47,TRUE
12,47,TRUE
12,47,TRUE
14,47,TRUE
15,47,TRUE
19,47,TRUE
23,47,TRUE
23,47,TRUE
25,47,TRUE
26,47,TRUE
30,47,TRUE
30,47,TRUE
33,47,TRUE
4,48,TRUE
7,48,TRUE
9,48,FALSE
9,48,TRUE
11,48,TRUE
14,48,TRUE
14,48,TRUE
15,48,TRUE
18,48,TRUE
18,48,TRUE
24,48,TRUE
24,48,TRUE
28,48,TRUE
28,48,TRUE
1,49,TRUE
1,49,TRUE
3,49,TRUE
4,49,TRUE
5,49,TRUE
7,49,FALSE
11,49,TRUE
19,49,TRUE
22,49,TRUE
23,49,TRUE
26,49,TRUE
29,49,TRUE
30,49,TRUE
31,49,TRUE
0,50,FALSE
0,50,FALSE
0,50,TRUE
1,50,TRUE
2,50,FALSE
2,50,FALSE
5,50,TRUE
5,50,TRUE
9,50,FALSE
13,50,TRUE
15,50,TRUE
16,50,TRUE
17,50,TRUE
18,50,TRUE
20,50,TRUE
23,50,TRUE
30,50,TRUE
30,50,TRUE
32,50,TRUE
32,50,TRUE
0,51,FALSE
0,51,FALSE
0,51,TRUE
1,51,TRUE
3,51,TRUE
5,51,TRUE
6,51,TRUE
6,51,TRUE
7,51,FALSE
7,51,TRUE
7,51,TRUE
9,51,FALSE
20,51,TRUE
21,51,TRUE
23,51,TRUE
24,51,TRUE
24,51,TRUE
25,51,TRUE
29,51,TRUE
32,51,TRUE
0,52,FALSE
2,52,FALSE
2,52,TRUE
6,52,TRUE
7,52,FALSE
9,52,FALSE
12,52,TRUE
13,52,TRUE
0,53,FALSE
6,53,TRUE
8,53,TRUE
9,53,TRUE
9,53,TRUE
18,53,TRUE
19,53,TRUE
19,53,TRUE
26,53,TRUE
28,53,TRUE
28,53,TRUE
29,53,TRUE
32,53,TRUE
33,53,TRUE
7,54,FALSE
8,54,TRUE
11,54,TRUE
12,54,TRUE
19,54,TRUE
20,54,TRUE
23,54,TRUE
33,54,TRUE
1,55,TRUE
4,55,TRUE
5,55,TRUE
7,55,FALSE
12,55,TRUE
12,55,TRUE
13,55,TRUE
21,55,TRUE
21,55,TRUE
23,55,TRUE
27,55,TRUE
27,55,TRUE
29,55,TRUE
29,55,TRUE
32,55,TRUE
0,56,TRUE
2,56,TRUE
2,56,TRUE
4,56,TRUE
5,56,TRUE
6,56,TRUE
7,56,FALSE
8,56,TRUE
10,56,TRUE
10,56,TRUE
14,56,TRUE
16,56,TRUE
18,56,TRUE
19,56,TRUE
20,56,TRUE
20,56,TRUE
22,56,TRUE
22,56,TRUE
23,56,TRUE
24,56,TRUE
25,56,TRUE
26,56,TRUE
27,56,TRUE
32,56,TRUE
32,56,TRUE
33,56,TRUE
3,57,TRUE
6,57,TRUE
6,57,TRUE
12,57,TRUE
17,57,TRUE
18,57,TRUE
20,57,TRUE
32,57,TRUE
32,57,TRUE
32,57,TRUE
4,58,TRUE
7,58,FALSE
8,58,TRUE
10,58,TRUE
16,58,TRUE
20,58,TRUE
21,58,TRUE
22,58,TRUE
27,58,TRUE
33,58,TRUE
2,59,FALSE
3,59,TRUE
3,59,TRUE
5,59,TRUE
5,59,TRUE
13,59,TRUE
16,59,TRUE
16,59,TRUE
18,59,TRUE
19,59,TRUE
19,59,TRUE
21,59,TRUE
22,59,TRUE
25,59,TRUE
25,59,TRUE
25,59,TRUE
26,59,TRUE
30,59,TRUE
0,60,FALSE
2,60,FALSE
5,60,TRUE
7,60,TRUE
9,60,FALSE
12,60,TRUE
14,60,TRUE
14,60,TRUE
15,60,TRUE
17,60,TRUE
18,60,TRUE
24,60,TRUE
29,60,TRUE
32,60,TRUE
1,61,TRUE
2,61,TRUE
7,61,FALSE
11,61,TRUE
14,61,TRUE
16,61,TRUE
17,61,TRUE
18,61,TRUE
22,61,TRUE
26,61,TRUE
32,61,TRUE
33,61,TRUE
1,62,TRUE
4,62,TRUE
9,62,FALSE
11,62,TRUE
13,62,TRUE
16,62,TRUE
25,62,TRUE
28,62,TRUE
32,62,TRUE
32,62,TRUE
33,62,TRUE
0,63,FALSE
0,63,TRUE
10,63,TRUE
14,63,TRUE
18,63,TRUE
25,63,TRUE
27,63,TRUE
29,63,TRUE
31,63,TRUE
33,63,TRUE
0,64,TRUE
1,64,TRUE
1,64,TRUE
7,64,FALSE
19,64,TRUE
24,64,TRUE
30,64,TRUE
30,64,TRUE
33,64,TRUE
