indexHome,ageyrs,male
109,0,TRUE
203,0,FALSE
262,0,TRUE
294,0,TRUE
312,0,TRUE
424,0,FALSE
424,0,TRUE
469,0,TRUE
498,0,TRUE
559,0,FALSE
605,0,TRUE
626,0,TRUE
669,0,FALSE
683,0,TRUE
807,0,FALSE
829,0,TRUE
907,0,FALSE
927,0,FALSE
1060,0,FALSE
1082,0,TRUE
1197,0,TRUE
1235,0,FALSE
1238,0,FALSE
1443,0,FALSE
1463,0,FALSE
1471,0,TRUE
1479,0,TRUE
1489,0,FALSE
1566,0,FALSE
1583,0,TRUE
1700,0,FALSE
1794,0,TRUE
1809,0,FALSE
1860,0,TRUE
1945,0,FALSE
1965,0,TRUE
2049,0,FALSE
2168,0,FALSE
2262,0,TRUE
2534,0,FALSE
2621,0,TRUE
2635,0,FALSE
2697,0,TRUE
2803,0,TRUE
2925,0,FALSE
3134,0,FALSE
3152,0,TRUE
3243,0,TRUE
3250,0,TRUE
3354,0,TRUE
3376,0,FALSE
3395,0,TRUE
3444,0,FALSE
3491,0,TRUE
3506,0,FALSE
3510,0,TRUE
3531,0,FALSE
3539,0,TRUE
3630,0,TRUE
3637,0,TRUE
3642,0,FALSE
3693,0,FALSE
3818,0,TRUE
3829,0,TRUE
3863,0,TRUE
3929,0,FALSE
3943,0,FALSE
3949,0,FALSE
4190,0,TRUE
4199,0,FALSE
4295,0,FALSE
4475,0,FALSE
4488,0,TRUE
4514,0,TRUE
4684,0,TRUE
4692,0,TRUE
4701,0,FALSE
4763,0,FALSE
4773,0,TRUE
4806,0,FALSE
4924,0,TRUE
4964,0,TRUE
5008,0,FALSE
5075,0,TRUE
5121,0,FALSE
5135,0,FALSE
5162,0,TRUE
5215,0,FALSE
5283,0,TRUE
5464,0,TRUE
5556,0,FALSE
5594,0,TRUE
5604,0,TRUE
5616,0,TRUE
5638,0,FALSE
5650,0,FALSE
5658,0,FALSE
5677,0,FALSE
5703,0,TRUE
5811,0,TRUE
5857,0,TRUE
5865,0,FALSE
6012,0,FALSE
6136,0,FALSE
6147,0,FALSE
6191,0,TRUE
6199,0,TRUE
6202,0,FALSE
6420,0,FALSE
6420,0,FALSE
6455,0,FALSE
6532,0,FALSE
6562,0,FALSE
6679,0,FALSE
6767,0,TRUE
6941,0,FALSE
6951,0,FALSE
6963,0,FALSE
6990,0,TRUE
7028,0,TRUE
7271,0,FALSE
7402,0,TRUE
7426,0,FALSE
7518,0,FALSE
7538,0,TRUE
7641,0,TRUE
7641,0,TRUE
7733,0,FALSE
7772,0,FALSE
7772,0,FALSE
7872,0,FALSE
7931,0,TRUE
7990,0,TRUE
7995,0,FALSE
8066,0,FALSE
8158,0,TRUE
8158,0,FALSE
8215,0,TRUE
8324,0,FALSE
8331,0,TRUE
8352,0,TRUE
8398,0,FALSE
8417,0,TRUE
8449,0,FALSE
8469,0,TRUE
8493,0,FALSE
8546,0,FALSE
8608,0,FALSE
8639,0,FALSE
8693,0,FALSE
8755,0,TRUE
8798,0,FALSE
8812,0,TRUE
8818,0,FALSE
8876,0,FALSE
8944,0,FALSE
9128,0,FALSE
9229,0,TRUE
9365,0,TRUE
9384,0,TRUE
9416,0,TRUE
9422,0,TRUE
9537,0,FALSE
9540,0,FALSE
9591,0,FALSE
9617,0,FALSE
9761,0,FALSE
9828,0,FALSE
9868,0,TRUE
10043,0,FALSE
10100,0,TRUE
10100,0,TRUE
10173,0,FALSE
10242,0,FALSE
10252,0,FALSE
10351,0,TRUE
10401,0,FALSE
10478,0,TRUE
10565,0,FALSE
10578,0,TRUE
10586,0,TRUE
10605,0,FALSE
10628,0,FALSE
10665,0,TRUE
10779,0,TRUE
10875,0,FALSE
11083,0,TRUE
11119,0,FALSE
11284,0,FALSE
11286,0,TRUE
11335,0,TRUE
11358,0,FALSE
11426,0,TRUE
11469,0,FALSE
11489,0,TRUE
11497,0,FALSE
11507,0,TRUE
11539,0,FALSE
11552,0,TRUE
11625,0,FALSE
11652,0,FALSE
11687,0,TRUE
11689,0,FALSE
11700,0,FALSE
11705,0,TRUE
11735,0,TRUE
11793,0,TRUE
11802,0,TRUE
11809,0,FALSE
11812,0,FALSE
11884,0,FALSE
11908,0,FALSE
11948,0,FALSE
11988,0,FALSE
12045,0,TRUE
12076,0,FALSE
12107,0,FALSE
12169,0,FALSE
12193,0,FALSE
12203,0,FALSE
12237,0,TRUE
12304,0,TRUE
12387,0,TRUE
12429,0,TRUE
12475,0,TRUE
12495,0,TRUE
12558,0,FALSE
12661,0,TRUE
12682,0,FALSE
12684,0,TRUE
12736,0,FALSE
12768,0,TRUE
12885,0,FALSE
12885,0,TRUE
12908,0,FALSE
12954,0,TRUE
12964,0,FALSE
12984,0,TRUE
12985,0,TRUE
13037,0,TRUE
13063,0,TRUE
13064,0,FALSE
13066,0,TRUE
13116,0,FALSE
13129,0,FALSE
13133,0,TRUE
13337,0,TRUE
13395,0,TRUE
13458,0,FALSE
13483,0,FALSE
13551,0,TRUE
13556,0,FALSE
13597,0,FALSE
13628,0,FALSE
13665,0,FALSE
13668,0,TRUE
13720,0,TRUE
13746,0,FALSE
13789,0,TRUE
13817,0,FALSE
13841,0,FALSE
13919,0,TRUE
14036,0,FALSE
14121,0,FALSE
14139,0,TRUE
14146,0,FALSE
14179,0,FALSE
14259,0,TRUE
14270,0,FALSE
14445,0,TRUE
14468,0,FALSE
14532,0,FALSE
14566,0,TRUE
14576,0,FALSE
14624,0,TRUE
14695,0,TRUE
14707,0,TRUE
14751,0,TRUE
14782,0,FALSE
14832,0,FALSE
14836,0,FALSE
14906,0,FALSE
15006,0,FALSE
15059,0,TRUE
15061,0,FALSE
15073,0,FALSE
15073,0,TRUE
15078,0,TRUE
15133,0,TRUE
15136,0,FALSE
15146,0,TRUE
15221,0,FALSE
15277,0,TRUE
15317,0,FALSE
15339,0,FALSE
15429,0,TRUE
15493,0,FALSE
15493,0,FALSE
15635,0,FALSE
15707,0,TRUE
15932,0,TRUE
16013,0,TRUE
16161,0,FALSE
16190,0,TRUE
16207,0,TRUE
16219,0,TRUE
16237,0,FALSE
16318,0,FALSE
16335,0,FALSE
16379,0,FALSE
16387,0,FALSE
16454,0,FALSE
16473,0,FALSE
16485,0,TRUE
16598,0,FALSE
16650,0,FALSE
16679,0,TRUE
16745,0,TRUE
16748,0,FALSE
16812,0,TRUE
16820,0,FALSE
16853,0,TRUE
16902,0,TRUE
16932,0,TRUE
16936,0,TRUE
17121,0,FALSE
17278,0,TRUE
17281,0,FALSE
17315,0,FALSE
17316,0,FALSE
17346,0,TRUE
17357,0,TRUE
17448,0,TRUE
17450,0,FALSE
17493,0,FALSE
17673,0,TRUE
17690,0,TRUE
17705,0,TRUE
17751,0,FALSE
17763,0,TRUE
17780,0,TRUE
17800,0,FALSE
17857,0,TRUE
17928,0,TRUE
17992,0,TRUE
18046,0,TRUE
18053,0,FALSE
18067,0,FALSE
18072,0,TRUE
18169,0,FALSE
18246,0,FALSE
18274,0,FALSE
18433,0,TRUE
18447,0,FALSE
18678,0,FALSE
18736,0,TRUE
18780,0,FALSE
18796,0,FALSE
18841,0,FALSE
18927,0,FALSE
18982,0,FALSE
19020,0,FALSE
19102,0,FALSE
19186,0,FALSE
19422,0,TRUE
19487,0,FALSE
19493,0,TRUE
19591,0,TRUE
19592,0,TRUE
19644,0,TRUE
19660,0,FALSE
19713,0,TRUE
19730,0,TRUE
19874,0,FALSE
19887,0,TRUE
19909,0,FALSE
19917,0,FALSE
19979,0,FALSE
19995,0,FALSE
20053,0,TRUE
20108,0,TRUE
20262,0,TRUE
20281,0,FALSE
20312,0,TRUE
20396,0,FALSE
20432,0,TRUE
20445,0,FALSE
20448,0,FALSE
20468,0,FALSE
20510,0,TRUE
20750,0,FALSE
20795,0,FALSE
